TRP.Sh.Gh	TRP.Norm.Sh	TRP.Anx.Sh	TRP.Norm.Anx	TRP.Flx.Sh
Cad	Med23	Banf1		Zfp182
Fam227a	Kcnj16	Fibin		Fam20b
Klhl25	Gadd45a	Ddx55		Tiparp
Ubiad1	Ftx	Nfkb1		Dgki
1700048O20Rik	Adamts3	Sdf2		Als2
Pcdhb5	Cdkn2aip	Mybbp1a		St6gal2
4930419G24Rik	Ikzf4	Cpne2		Vezt
Frem2	Mnat1	Cuedc2		Cobll1
Cmtm7	Adam17	Irgm1		Rad1
Gm5820	Polr2c	Cdc14b		Mast1
Abca7	Ndufb7	Cpm		Ccdc115
Ccdc57	Pgpep1	Ttc21b		Neurl1b
Bmx	Entpd7	Coa3		Pde6d
Ccdc153	Ecd	Mdp1		Epha6
Atoh8	Itpka	Rpgr		Cyp2f2
Pcdhb2	Gfap	Tbc1d23		Igfbp6
Srrm4os	Simc1	Tubg1		Snapc3
B9d2	Ica1	Polr2e		Pttg1
Capn15	B4galt1	A330023F24Rik		Ehd2
Adat2	Cnnm3	Rnaseh2b		Zfp563
Gbp8	Capn1	Strip1		Ccnt2
Slc27a2	Dynlt1b	Hagh		Dhdds
Nbeal2	Maob	Pqbp1		Rnf112
Chac1	Kcnn3	Cnot11		Zmym6
Pcdhga1	Rrp8	Ppat		Aurkaip1
Cnksr3	Nol10	Psmd3		Lgals3bp
Slc2a4rg-ps	Vwa1	Atp8b2		4833420G17Rik
Fam161a	Itgb8	Rnf144b		Fgf9
Akt1s1	Gsto1	Lgals9		Zfp280b
Adamts4	Trpc5	Golga7b		Srrt
Tnc	Plscr1	2210408I21Rik		Cdh13
B3gnt9	Cabyr	Cnot10		Slco1a4
Hbegf	Pigm	Cry1		Prrt1
Sntb1	Sbk1	Psmd9		Gpr137c
Gm6402	Coro7	Gm10389		Fras1
Tmem200c	AI837181	Gfra4		Zfp748
Loxl3	Slc5a7	Slc2a12		Arhgef18
Degs2	Pak1ip1	Ralb		Arl6ip4
Sirt4	Uqcrq	Zpr1		H13
4632427E13Rik	Clvs1	Ar		Ing1
Sox18	Lzic	Myo16		Wdr6
Krt19	Mettl2	Cndp2		Sox11
AW495222	Cntnap5b	Zfp40		Fam199x
Bard1	Zfp709	Cd248		Dusp22
Arap3	Taf10	Kdelr1		Fbln1
Slc16a4	Ctc1	Smn1		Acadvl
Zfp959	Fstl5	Chga		Vhl
Psmg4	Cacna1i	Atox1		Csmd2
Dlk2	Myzap	Slco1c1		Ifi27
Gjd2	Nudt16l1	Hspb6		Anln
Krt1	Wsb1	Rrm1		Jph1
Mettl17	Ndufaf3	Emp2		Atad2
H2-Q4	Eif2b2	Clybl		Slc35a3
Fam228b	Usp39	Mknk1		Ptpn23
Shb	Ptchd4	Phka1		Ttc17
1700019D03Rik	Slc35d1	Amy1		Lcmt1
Ssh3	Alg6	Eml6		Actr3b
Baiap3	Col19a1	Med6		Map4k2
Mir128-1	Abcg4	Trim39		Thoc1
Slc35d3	Ptgs2	Sgpl1		Acsf2
Hsd11b1	Ulk3	Fig4		Il13ra1
Rgs11	Sdk1	Capn6		Enoph1
Stk33	Pggt1b	Eif3k		Gstt1
Xcr1	Dact3	Zcchc12		Bet1
Prdm9	Hps3	Mroh1		Celsr3
Kif20a	Pign	Asxl3		Grk4
Gstm4	Ccdc148	Ebf1		Stam2
Inha	Nxpe3	Rnf217		Kitl
Meis1	A330076H08Rik	Ofd1		Acot2
Abcb6	Ints2	Pcsk5		Tcf7
Ephb3	Ap4e1	Fam53b		Fbxo8
Muc6	Lsm3	Fadd		Setd6
Zfp787	Xpo4	Vcan		Nsmaf
Palld	Zfp763	Podxl		Hadh
Mctp2	Zfp523	Marcksl1		Lrch3
Mettl15	Ift22	Ccdc141		Crem
Vmn2r87	Ppp2r3d	Arl16		Lyrm2
Snurf	Pxdn	Ptges		Bcl10
Rftn1	Hscb	Zfp1		Apoo
Zbtb48	Pim2	Zfp113		Gabrg3
1600029O15Rik	Lrp12	Them4		Cbr1
Fndc1	Elovl7	Lta4h		Sgcb
Mylk4	Sufu	Lpl		Gtf2b
Sars2	Cxcr2	Msrb2		Mavs
Gmip	Wdr59	Arhgef28		Abcd2
Bora	Pex12	Ahr		Sall1
Pik3r6	N4bp2l1	Mme		Bcas1
E330023G01Rik	Zbtb7c	Pcdhb18		Ddx21
Taco1	Rab3il1	Zfyve27		Cep250
Thsd7b	Npr2	Lonp1		Tfam
Zfp618	Zfp169	Zfp11		Frg1
Wdfy4	A230056P14Rik	Timmdc1		Nek6
Vmn2r85	Ttbk1	Ncapd3		Grin3a
Spc25	Panx2	Prcc		Pou2af1
Ano1	Trim62	Mgat5		Scn4b
Spef1	Stbd1	Ccdc88c		Atp9a
Efna3	Larp1b	Amer2		Snx9
Cfp	Cdkn1b	Bdnf		Sde2
Rgsl1	Plcg1	Parp3		Scrn3
Ccdc146	Taf12	Nes		Phf5a
Col16a1	Dlgap3	Lrch1		Ndufaf2
Telo2	Tnip1	Med24		Zfp458
Cdk5rap1	Taldo1	Plekhg5		Sytl5
Ttpa	Olig1	Cinp		Pkig
1700030L20Rik	Prkcd	Klf15		Lrrc32
Dazl	Rnaset2b	Stoml2		Sema4f
Zeb2os	Hmgcs2	Nrbf2		Elp5
Ntn3	Dpm2	Mrpl1		Fnip2
Grk1	Tgm2	Abracl		Pigp
Scrg1	Ube2e1	Hspa14		Zdhhc8
Orc1	Pls1	H2-T23		Sdad1
Abcd4	Cpsf1	Nfrkb		Gnb4
Ttc39a	Fancm	Hunk		Magee2
Hells	Anapc11	Snrpa1		Ndufs8
Myoz3	Lrrc8c	Glt8d1		Ltv1
Kcnrg	Nr1h2	Pigr		Med7
Gtf2h4	9330102E08Rik	Sik1		Zkscan2
Gm10432	Loxl2	Rbm42		Tmcc2
Col20a1	Usp49	Smug1		Plxnb2
Cd163	Nptx2	Cyth2		Inhba
Hcls1	Cul9	Mrps23		Dgka
Rrm2	Rbp4	Aen		Usp19
Pnpla3	Rp9	Mrps15		Dpysl5
Gpaa1	Tbc1d7	Slc9b2		Tagap1
Gm16287	E330020D12Rik	Serpinh1		Cog7
Grwd1	Rab40b	Snf8		Gm5089
Calml4	Usp3	Mrpl21		Nmrk1
Megf6	Cep85l	Ift88		Map1lc3a
Dsn1	Dapp1	Me3		Stx3
Pgls	Pcbd2	Stxbp2		Sec61b
Elmo3	Klhdc1	Wipi1		Smarcb1
Lca5l	Ets1	Sned1		Pcmtd2
Srrd	Ankrd63	Hap1		Prmt2
Farsa	Nup205	Scn7a		Dpy30
Slc8b1	1700113A16Rik	Pwp1		Tbrg1
Rinl	Skap2	Pde1c		Msh6
Spata1	Fam217b	Urb2		Snx19
Usp51	Atad5	Igf2bp3		Rcn1
Cenpk	Tpk1	Tac1		Phc2
Yipf2	Zfp287	Ccdc71		Rftn2
Agt	Rbm24	Kxd1		Gm10033
Ada	Rrp7a	Fkbp1b		Cspp1
Hcn2	Lnx1	Krt12		Chchd4
Ppp1r13l	Mcee	Ints10		Pcdhb17
Gapdhs	Frk	Tm2d2		Ptch1
Piezo1	Pus10	Siah2		Zfp12
Psg23	P2ry1	Lrp10		Ift172
Gm2061	Krt20	Amer1		Mrpl49
Prl	Zmym1	Atp13a2		Slc25a20
1700109K24Rik	Tmem201	Lsm2		Arhgap6
St6galnac2	Gm10409	Lrrc20		Hdac3
Fank1	Szt2	Med23		Fkbp15
Gm5577	Noc2l	Eri3		Pcbp3
Frem1	Atp9b	Kcnj16		St6galnac5
Gm20767	Sugp2	Ftx		Nbn
Cd46	Recql	Mapkapk5		Mrpl41
Vill	Rnf40	Adamts3		Ppfia3
Cd160	Dennd4b	Snapc2		Sbf1
Mier2	Birc3	Aamdc		Bach2
Slc46a1	Slc4a7	Ikzf4		Nop10
1700123M08Rik	Guf1	Mnat1		Hrh3
Trex1	Arhgap28	Adam17		Gins4
Bambi	Glmn	Itpa		2610507I01Rik
Capsl	Lcor	Ndufb7		Zfp507
Prc1	Dnajc11	Pgpep1		Rmnd5b
Dolpp1	Rpp30	Entpd7		Hexb
Slc6a18	Slc30a5	Itpka		Ints12
Gm6313	Scml4	Gfap		Gm15910
Relt	Chrnb2	Simc1		Pcolce
9330175M20Rik	Lrp4	Ica1		Dph5
Esr1	Tmem132d	Capn1		Malsu1
Htr1d	Edc4	Dpy19l4		Igf2r
Tm7sf2	Ak1	Dynlt1b		Sun1
Bcl2a1d	Pno1	Maob		Mcf2l
Cyp4f13	Nfatc1	Kcnn3		Zfp157
Ldlrap1	Rab36	Nol10		Nsl1
A530058N18Rik	Polr3a	Vwa1		Park7
Cyp4f15	Efcab2	Itgb8		Tbck
Atp6ap1l	Rprm	Gsto1		Mrpl13
Hapln2	Hipk4	Trpc5		Tceal6
Vmn1r65	Il1rapl1	Cabyr		Pcdh11x
Dnah10	Zfp846	Il18		Rnf113a2
Kif4	Nelfe	Pigm		Mrpl4
Wnt5b	2700062C07Rik	Sbk1		Ccdc43
Rrp9	Pnpt1	Coro7		Fcf1
Snora23	Llgl1	AI837181		Vac14
Pcdhb8	Mbip	Slc5a7		Il17ra
AU040972	Frmd8	Skida1		Megf10
Gm16523	Acot1	Pdcd11		Sfswap
4931414P19Rik	Tfap2a	Uqcrq		Mapk8ip2
Rnls	Ampd2	Clvs1		Sclt1
4933424G05Rik	Aph1c	Nudt11		Wdr35
Slc29a4	Psmd13	Mettl2		Apc2
Mirg	Gpn1	Cntnap5b		Gas2l3
Dnase1	Ermard	Cbr4		Stat2
1110002L01Rik	Drap1	Zfp709		Twist1
Alas2	Cep95	Taf10		Mrps2
Hspb2	Pprc1	Prr16		Grm7
Gmfg	Slc8a3	Adamts13		Os9
Mis18bp1	Npas3	Tmem199		Ptchd1
Tnfrsf23	Naaa	Ctc1		Tdrd7
Kif15	Srfbp1	Cacna1i		Ahdc1
Med18	Arhgap24	Cdk10		Plxnd1
Ppp1r1c	Ech1	Heatr1		Gprin1
Chadl	Fgfr3	Myzap		Cox16
9330179D12Rik	Elf4	Wsb1		Xpo5
Slc39a2	Dgkq	Ndufaf3		Kctd10
Cyp2e1	Cmc1	Eif2b2		Katnbl1
1700047M11Rik	A730020M07Rik	Usp39		Hs1bp3
Kif18a	Zfp712	Ptchd4		Pcdhb16
Fcgr3	Spata6	Baz1a		Rnasel
Comtd1	Clcn2	Smarcd3		Cope
Notch4	Kank4	Vps11		Bud31
C1qtnf6	Ankrd13b	Cog1		Trub1
Arhgap36	Kcnn2	Col19a1		Exosc1
1700030C10Rik	Ecm1	Pcdhgb1		Slc30a7
Rnf207	Csf2ra	Abcg4		Ndufb8
Lrp2bp	Ankrd10	Ptgs2		Zfp703
Igdcc3	Nt5m	Ulk3		Zbtb16
Rita1	Nars2	Sdk1		Mea1
Plin4	Tcea3	Phldb1		Gm14326
Gm21671	Trappc2	Dact3		Shank3
Adam4	Cdh7	Hps3		Commd10
Ckap2l	Prorsd1	Oser1		Scfd1
Abcc10	Far2	Grip1		Emc1
Vmn2r-ps129	Get4	Pign		Carf
Traf1	Znhit3	Ccdc148		Bcan
Ccdc85c	Zcchc8	Cdkn2d		Tomm7
Gm19434	Tmem67	A330076H08Rik		Vegfb
Pnpla1	Pou2f2	Ints2		Txn2
Bub1	Fbxw8	Ap4e1		Fam135b
Aspg	Brca2	Prpf38a		Kmt2b
Mybpc1	Drg2	Lsm3		Mob3c
Eif4ebp3	Kcns2	Xpo4		Cbx1
Miip	Dscaml1	Ift22		Lrrtm1
Sytl3	Ano4	Nhlrc1		Uqcr11
Mei1	Adcy8	Ppp2r3d		Ergic2
2610307P16Rik	Daxx	Pxdn		Erbb4
Wfdc17	Slc25a28	Lsm1		Ndufa3
Asb11	Tubb6	Hscb		Fbrsl1
Cxcl5	Txndc11	Pim2		Nsun3
Ticam2	Ndufa11	Lrp12		Wdr19
Mcm5	Dgkk	Elovl7		Pin4
Vmn2r86	Dnajc28	Cxcr2		Ralgapa2
4930545L23Rik	Mettl6	Adcy6		Sf3b4
Nxf7	Vps36	Wdr59		Tmem151b
Ptpn6	Cnnm2	Pex12		Nck2
Jag2	Abcc1	N4bp2l1		Snrpa
Btbd8	1700123O20Rik	Rab3il1		Mn1
Poll	Gm9899	St3gal6		Polr1a
Tdrd1	Lhfpl3	Umps		Acyp2
Tmem198b	Sf3b5	Zfp169		Usp36
Gm20362	Tmem260	A230056P14Rik		Kdsr
Parpbp	Pdlim1	Ttbk1		Tax1bp3
Eva1b	Vwa5b2	Panx2		Pigs
Snx20	Ercc4	Larp1b		Gm19757
Runx3	Mertk	Cdkn1b		Ostc
Nlrp6	Fbxo27	Plcg1		Mmachc
0610009L18Rik	Sema4d	Pde8a		Ints1
Ppp2r2cos	D130017N08Rik	Ppara		Mrpl11
Slc22a3	B3galnt2	Tnfrsf1a		Sptssb
Acad10	Tyms	Steap3		Mrps25
Gm10791	Mustn1	Acox3		Bmp2
Hsd3b4	Dpp3	Tnip1		Mpp7
Usp17la	Mrpl12	Taldo1		Praf2
Popdc2	Zfyve28	Bbs7		Sgsm2
Gm20172	Itpk1	Tmem242		Atg5
Twist2	Smim11	Psmd10		Tmem44
P2ry6	Zfpm2	Dpm2		Acsbg1
Ccdc170	Rin1	Tgm2		Tbc1d10b
2310010J17Rik	Gbp10	Ube2e1		Slc25a27
Pkdrej	Oprk1	Pls1		Sec13
Gm5464	Ecsit	Cpsf1		Ltbp4
Kcnk10	Lrrc45	Fancm		Tatdn1
Klhl30	Mpnd	Anapc11		Shc2
Casp4	Ap1s3	Nr1h2		Trpc1
Mall	Hspa1a	9330102E08Rik		Usp40
Rhpn1	Acot9	Loxl2		Utp20
Lrrc24	Vasn	Usp49		Pml
Rpl34	Ranbp3	Fbf1		Dennd1b
Serinc2	Csgalnact1	Mrpl20		Tnnt2
2410021H03Rik	Cln8	Nptx2		Pla2g4e
Kcnj8	Gpr37	Cul9		Plekhh1
Prr15	Pacsin3	Rbp4		Rpl7l1
Srpk3	Rfx4	Rp9		Cep97
Mlkl	Nudt18	E330020D12Rik		Gfm1
F420014N23Rik	Npnt	Lamtor2		Ptp4a1
Fcrl6	Nop9	Cep85l		Gnpda1
Slc23a1	Nhlrc2	Wwox		Hpcal1
Dynlrb2	Zfp759	Yars2		Mtap
Speer4b	Dus3l	Klhdc1		Thap11
Efhb	Dcdc2b	Ets1		Pbdc1
Esr2	Snapc4	Ankrd63		Nosip
Sox7	Akr1b10	Atg10		Pla2g4a
Eci3	Tor1b	Nup205		R74862
Dhrs11	Pkd2l2	Casp3		Litaf
Arhgap20os	Tgtp1	Arvcf		Tomm5
Vmn2r84	Mcts2	Skap2		Pnp
AI115009	Trim12a	Exosc9		Uprt
Mir6369	Mvp	Atad5		Erlin1
Ccdc134	Pak6	Tpk1		Prkx
Epn3	Surf6	Plekho1		Dnaja4
Atp2a3	Gm20063	Gps2		Shisa4
Nrg3os	Rimklb	Rrp7a		Pex1
Mfsd3	Sgpp2	Lnx1		Smoc1
Snord4a	Emp3	Mcee		Crls1
Sp8	Acer3	Pus10		Sgsm1
Pate2	Zfp316	P2ry1		Ramp2
Arsi	Ly96	Krt20		Paqr7
2610020C07Rik	Snrpb	Zmym1		Inpp5a
Fcer2a	Gdpd5	Gm10409		Atr
Mir378b	Il1rap	Szt2		Hip1
Foxl1	Coa6	Atp9b		Eif2b5
Slc38a11	Impdh2	Scnm1		Chmp1a
Themis	Myrf	Sugp2		Tmc7
Flt3	Gm3002	Camkmt		Sipa1l2
Gm9962	Ppwd1	Recql		Cep192
Meig1	0610010K14Rik	Samd5		Myo9b
4930539J05Rik	Tubgcp4	Zfp410		Crip2
Grhl2	Hs3st3b1	Atg2a		Zfp160
Tacr2	Alkbh3	Dennd4b		Csrp2
Map3k7cl	Nudt6	Numbl		Hectd2
Cdca8	Mgat5b	Birc3		Ift46
Ccr4	Thap1	Slc4a7		Mta1
Zar1l	Ripk1	Dtl		Fam118a
A330093E20Rik	Ngdn	Apaf1		Neurl4
Gm12359	Zfp580	Guf1		Repin1
Gm15401	Nup85	Cdk18		Tm7sf3
Spag16	Prcp	Pop4		Nup93
Xlr	Pgp	Arhgap28		Ppp1r11
Nudt8	Nfkbib	Glmn		Rel
Klk14	Trnau1ap	Lcor		Fuca2
4932413F04Rik	Zfp747	Dnajc11		Slc22a2
Ubl4b	Ddt	Rpp30		Heca
Pcdha6	Pgm1	Slc30a5		Rbm47
Ccdc89	Fmo5	Angpt2		Nucb1
Erich2	Zfp418	Chrnb2		Sec23b
Rgs13	Gm8234	Larp6		Gm12338
4930572O13Rik	Gm14403	Tbcd		Rgs19
Aldob	Slc35b1	Lrp4		Fabp7
Mip	Fam185a	Tmem132d		Tmem181c-ps
Slc22a12	Tmem177	Edc4		Rbm43
BC035044	Sptbn4	Ak1		Slc6a11
Tle6	Kif13b	Pno1		Dcaf17
D930015M05Rik	Ttn	Nfatc1		Lacc1
Tmem86b	Slc19a2	Rab36		Neurl1a
Gm5441	Mipol1	Polr3a		Setdb1
Card10	Fastk	Enox1		Gstp2
Pgr15l	Rdh10	Rprm		Vmn1r58
Oxt	Tcf3	Hipk4		2810004N23Rik
Ovgp1	Nme7	Il1rapl1		Rab35
Rdh18-ps	Cand2	Nelfe		Adra1a
Adh1	Nudcd1	Dot1l		Lrrc75b
Pcdha11	Kcnh3	Ppp1r8		Intu
6430571L13Rik	Ephb1	Pnpt1		Plrg1
Ccl6	Prkrip1	P4ha1		Lemd3
Celrr	Agfg2	Llgl1		Nup133
Pomc	Pcdhb20	Mbip		Gtf2e2
Hspb3	Grm2	Gemin5		Zfp398
Naip2	Neurod1	Med17		Vps8
Il4ra	Dock6	Shisa3		Chrna4
Gm10046	Gpr75	Frmd8		Ggct
Dnmt3b	Sorcs2	Shc3		Lrrc55
Cmtm8	Mcm6	Acot1		Igsf3
Ano2	Ppfia4	Tfap2a		Lyrm7
Topaz1	Aldh1l1	4933404O12Rik		Mrpl9
Cstl1	Gpr165	Ampd2		Slfn5
Acrbp	Gm2897	Aph1c		Mcm3ap
Acer1	Firre	Psmd13		Snx15
Ccl22	Slx1b	Ermard		Snrpe
Cnga4	Bdh1	Drap1		Dbn1
D030047H15Rik	Klhl26	Mrpl32		Zfp414
Grin1os	Igsf21	Sacs		Rpap3
4933431G14Rik	Nhs	Cep95		Ccdc39
Calcr	Sdk2	Pprc1		Mief1
DQ267100	Slc45a4	Npas3		Eed
Nron	Mccc1	Mex3d		9430021M05Rik
Edn1	Pxdc1	Srfbp1		Vps16
Klra2	Plekhm2	Arhgap24		G2e3
2810403D21Rik	Kank1	Fgfr3		Pes1
A230001M10Rik	Pomt2	Cmc1		Rab1b
C1rl	Ccdc12	A730020M07Rik		Pef1
Clcn1	Trpm2	Adra1b		Gpd1
Srpx2	Nt5c	Spata6		Ehmt1
Pcdha9	Itga6	Clcn2		Rbm12b2
Shcbp1l	Tmem100	Nphs2		Fosb
Card14	4930570G19Rik	Aatf		Dcakd
Aqp7	Mrpl55	Hars2		Ybey
Htr2b	Ppfibp2	Ankrd13b		Clic1
Oscar	Pan2	Kcnn2		Maged2
Slc35d2	Hebp1	Ecm1		Igfn1
Atp6v0a4	Cdk5rap2	Csf2ra		Pisd
Xlr4a	Mrps12	Ankrd10		Znrf2
Serpinc1	Terf1	Nt5m		Tmem87a
Cxcr6	Dbhos	Bak1		Adsl
4933432I03Rik	Bzw2	Nars2		Yipf3
Pycr1	Cryl1	Trappc2		Klhl18
Col11a2	Fads3	Prorsd1		Hsd17b10
Gm2694	Gucd1	Pabpc4		Mrpl48
Fam221a	Mrpl44	Far2		Hcfc1r1
Osr2	Itgam	Znhit3		Polr3b
Nlrc5	Gabrb1	Zcchc8		Plxnb1
1700007J10Rik	Derl2	Tmem67		Tbce
C230035I16Rik	St6galnac3	Pou2f2		Cntnap5a
Gm12250	Pcdhb13	Fbxw8		Hhip
S100a9	Iglon5	Brca2		Fam124a
Gm16982	Pcdhga10	BC030500		Galnt16
Psg29	Ehd1	Dscaml1		Myo1d
Acr	Dand5	Usp13		Arpc3
Gm16596	Gga1	Ano4		Tmem69
Adam33	Uxs1	Adcy8		Lin37
DQ267102	Sh2b3	Daxx		Slco2a1
1700024B18Rik	Tll1	Tubb6		Pdgfrb
Slc24a1	Wdr70	Ndufa11		Ccnl2
1500015L24Rik	Gm1943	Pygo2		Rnh1
Hoga1	Pbld1	Drd2		Agk
B3gnt3	Boc	Schip1		Tubgcp3
Lyl1	Zfp821	Vps36		Eid2b
Plekhn1	Zik1	Cnnm2		Mmab
Opn4	Prmt6	Krba1		Gm5069
Dnajb3	Camsap3	Abcc1		Smg8
Grhl3	Spns2	1700123O20Rik		Ndst3
Tmem252	Galk2	Gm9899		Banf1
Abca17	Irak4	Lhfpl3		Fibin
Bhlha15	Scly	Vps45		Ddx55
Cerkl	Klhl17	Sf3b5		Sdf2
Fxyd2	Dmap1	Cgrrf1		Mybbp1a
Tex12	Anks1	Xab2		Nkain1
4933413L06Rik	Cemip	Mrpl52		Cpne2
Gpr183	Trim56	Hmga2		Mbd3
Rgs9bp	Cd34	Emc6		Cuedc2
Gm6787	Tspan14	Tmem260		Irgm1
Hoxd11	Trappc4	Pdlim1		Cdc14b
Col6a4	Rfx1	Vwa5b2		Cpm
Trim43a	Rasl10b	Ercc4		Ttc21b
Gm19466	Med10	Fbxo27		Coa3
Pitpnm2os1	Dnah7b	Zbed5		Mdp1
Gm11201	Aprt	Dexi		Rpgr
Myom3	Cyb561a3	D130017N08Rik		Tbc1d23
Mir28b	Aga	2700049A03Rik		Sord
Gm10408	Brsk1	B3galnt2		Tubg1
Jak3	Dlx6os1	Tyms		Polr2e
Apol7e	Pot1b	Zfp433		A330023F24Rik
Htr5b	4933421O10Rik	Mrpl12		Rnaseh2b
Pnldc1	Ces2g	Pfas		Hagh
4930506C21Rik	Dzip1l	Dhfr		Pqbp1
Pgap3	Inpp5j	Zfyve28		Cnot11
Gm15413	AW551984	Itpk1		Psmd3
1700125H03Rik	Begain	Smim11		Atp8b2
Hrc	Fuom	Med8		Rnf144b
Tlr9	Abca8b	Gbp10		Lgals9
Ctse	Donson	Vangl1		2210408I21Rik
Itga7	Slc9a9	Oprk1		Cnot10
Actn3	Hint2	Lrrc45		Cry1
Gzmb	Scamp4	Ap1s3		Psmd9
Piwil2	Pir	Hspa1a		Enpp4
Dhrs13	Uck2	Acot11		Gm10389
Milr1	Tmem181a	Zfr2		Gfra4
Zfp473	Pigg	Vasn		Slc2a12
Cdca2	Baiap2l1	Ranbp3		Ralb
Dennd2c	Ptcd1	Cutc		Zpr1
E030013I19Rik	Gpr19	Csgalnact1		Nqo1
Exd1	Tubgcp6	Cln8		Ar
Dnase1l2	Pcdhga3	Gpr37		Mafg
Fxyd4	Mlx	Nup107		Myo16
Ghsr	Gdap1l1	Rfx4		Cndp2
Nrg4	Gemin8	Erich3		Zfp40
Sgcg	Rhoc	Iffo1		Kdelr1
Sncg	Astn2	Pnpo		Smn1
Gm9839	Lbr	Nhlrc2		Eef2k
Tmsb15b2	5530601H04Rik	Zfp759		Chga
Efcab10	Xylb	Snapc4		Atox1
C4a	Cacna1h	Hmcn1		Slco1c1
Kirrel2	Nat10	Akr1b10		E2f5
Serhl	Chchd6	Hdac7		Hspb6
Leap2	Nudt10	Mcts2		Rrm1
Ccl7	Ptpro	Trim12a		Emp2
Clic3	Twf2	Acss1		Xkr4
Serpina3g	D130043K22Rik	Pak6		Clybl
Ifnlr1	Anxa8	Cd274		Rgs10
Gata3	Ap5m1	Tada2a		Mknk1
3110045C21Rik	Vash1	Gm20063		Phka1
Tdrd6	Xrcc4	Tango2		Plekha8
D030040B21Rik	Thyn1	Rimklb		Amy1
D330050I16Rik	Amer3	Emp3		Eml6
Tmod4	Necab2	Ly96		Med6
P2rx5	Akap8l	Snrpb		Trim39
Kcne3	Tmem179	Arl2		Sgpl1
Mageb16-ps1	Ascl1	Il1rap		Ikbkb
4930578E11Rik	Cpt1c	Coa6		Fig4
Prx	Chid1	Impdh2		Capn6
Apol7b	Sfi1	Myrf		Eif3k
Cd59b	Ctcfl	Gm3002		Zcchc12
Sh3bgr	B4galnt2	0610010K14Rik		Mroh1
Fbxo43	Col5a1	Tmem41a		Asxl3
Klrg2	Lage3	Ift122		Rnf217
9130008F23Rik	Nid2	Dnlz		Ofd1
Cdca3	A230057D06Rik	Mgat5b		Pcsk5
Trpv3	Gan	Thap1		Fam53b
Slco1a5	Hebp2	Tes		Vcan
5033406O09Rik	Ccdc28b	Zfp580		Podxl
Stmnd1	Gabrg1	Nup85		Ccdc141
Nyx	Zfp58	Pgp		Arl16
4930488L21Rik	Tspan11	Trnau1ap		Ptges
Mettl21c	Mex3b	Vps9d1		Nr4a3
Mir8091	Pmaip1	Glrx5		Zfp1
Ttk	Upp2	Gpc3		Tcp11l2
Scarna3a	Fbxo7	Zfp418		Zfp113
AA413626	Abt1	Gm8234		Alkbh1
Uchl4	Med29	Fam185a		Them4
D030045P18Rik	Col11a1	Strada		Lpl
Fezf1	Kbtbd3	Sptbn4		Msrb2
A330070K13Rik	Arhgap19	Kif13b		Arhgef28
Wfdc18	Cdan1	Ttn		Ahr
Ripk3	Cdk2ap2	Gfm2		Mme
Gm10658	Prkab1	Cc2d1b		Rela
Mir3064	Lrriq1	Lsm7		Pcdhb18
Zfp652os	Xrcc6	Lin7b		Zfyve27
Gm7609	Zfp354a	Man1b1		Lonp1
4930547E14Rik	Stx18	Nme7		Zfp11
Spon2	Mrpl38	P2ry12		Timmdc1
Ecscr	Alpl	Tnks1bp1		Ncapd3
Atp1a4	Sp110	Ube2s		Prcc
Cdkn3	4930511M06Rik	Nudcd1		Mgat5
Nrg2	Swsap1	Kcnh3		Ccdc88c
Mir665	Pyroxd1	Ephb1		Bdnf
Gm20597	Ndufaf1	B4galnt4		Parp3
4930447N08Rik	Exosc6	Prkrip1		Nes
Prelid2	Tnfrsf10b	Cep112		Dcp1b
Pkhd1	Rfc2	Agfg2		Lrch1
Sdcbp2	Med31	Pcdhb20		Med24
Gm16853	Pard6b	Dock6		Plekhg5
Dsg3	Fam111a	Onecut2		H2-Ab1
Mc4r	Ptpn7	Top3b		Cinp
Acp5	Ubox5	Coprs		Klf15
1700006F04Rik	Plch2	Wdr18		Stoml2
Catsperd	Zkscan3	Mcm6		Nrbf2
Slfn10-ps	Pcsk1	Ppfia4		Mrpl1
4930449E18Rik	Cep164	Naa38		Mrps6
Gm19990	Blnk	Gpr165		Abracl
Tex26	Gfra1	Firre		H2-T23
Cckar	Pard3b	Slx1b		Hepacam
Nlrp10	Trmt61b	Klhl26		Nfrkb
Ercc6l	Pxmp4	Med4		Hunk
Peli3	Kctd21	Dnajc12		Snrpa1
Uox	Lysmd4	Ephb6		Glt8d1
Fbxl8	Rbm11	Gtf2h3		Pigr
S1pr4	Hmmr	Sptlc1		Rbm42
Mmp9	Alox8	Nhs		Smug1
Gm16740	Mrpl34	Sdk2		Cyth2
Mir134	AF357425	Slc45a4		Plp2
Ppef2	Rps6ka5	Mccc1		Mrps23
Agbl1	Glt28d2	Plekhm2		Fli1
Tnfrsf12a	Pon3	Otub2		Abi3bp
Prph	Zfp235	Kank1		Aen
6030407O03Rik	Wdr54	Pomt2		Mrps15
1700123O21Rik	St8sia4	Usp28		Slc9b2
B3gnt7	Ism1	Trpm2		Serpinh1
2810408A11Rik	Lrtm1	Wdr20		Snf8
Pcdha1	Bmpr1b	Nt5c		Slc5a6
Aox2	Xdh	Gtf2ird1		Mrpl21
Gcm1	Tapbpl	Uchl3		Ift88
9530052E02Rik	Ctnnbl1	Tmem100		Me3
Batf2	Aimp2	Fam110b		Stxbp2
Agtr2	Cecr2	4930570G19Rik		Wipi1
Ocm	2610035D17Rik	Mrpl55		Sned1
