AllCombined	Arc	BLA	BNST	CGC	CMA	dorCA1	dorDG	HB	ILC	InsularCortex	LC	LH	LS	MDT	MPOA	MS	NaCcore	NaCshell	PAG	PLC	PVN	Raphe	SNT	venCA1	venDG	VMH	VTA
ENSRNOT00000047450	ENSRNOT00000018073	ENSRNOT00000011565	ENSRNOT00000033525	ENSRNOT00000041915	ENSRNOT00000018170	ENSRNOT00000001910	ENSRNOT00000031842	ENSRNOT00000041533	ENSRNOT00000022128	ENSRNOT00000021372	ENSRNOT00000015869	ENSRNOT00000027811	ENSRNOT00000001490	ENSRNOT00000003128	ENSRNOT00000023226	ENSRNOT00000019681	ENSRNOT00000050302	ENSRNOT00000020603	ENSRNOT00000006297	ENSRNOT00000019386	ENSRNOT00000025782	ENSRNOT00000011726	ENSRNOT00000027182	ENSRNOT00000023383	ENSRNOT00000006186	ENSRNOT00000008120	ENSRNOT00000065742
ENSRNOT00000068745	ENSRNOT00000033726	ENSRNOT00000034389	ENSRNOT00000028833	ENSRNOT00000036910	ENSRNOT00000024581	ENSRNOT00000014124	ENSRNOT00000002247	ENSRNOT00000013703	ENSRNOT00000015099	ENSRNOT00000019298	ENSRNOT00000009173	ENSRNOT00000013703	ENSRNOT00000012273	ENSRNOT00000004297	ENSRNOT00000029996	ENSRNOT00000008364	ENSRNOT00000037756	ENSRNOT00000021372	ENSRNOT00000009744	ENSRNOT00000024473	ENSRNOT00000049609	ENSRNOT00000007276	ENSRNOT00000018416	ENSRNOT00000049344	ENSRNOT00000023741	ENSRNOT00000025878	ENSRNOT00000060683
ENSRNOT00000002732	ENSRNOT00000024772	ENSRNOT00000068216	ENSRNOT00000073688	ENSRNOT00000025782	ENSRNOT00000008138	ENSRNOT00000014747	ENSRNOT00000066950	ENSRNOT00000023446	ENSRNOT00000015467	ENSRNOT00000051956	ENSRNOT00000014046	ENSRNOT00000019524	ENSRNOT00000018170	ENSRNOT00000025782	ENSRNOT00000008355	ENSRNOT00000010786	ENSRNOT00000046523	ENSRNOT00000059127	ENSRNOT00000010238	ENSRNOT00000025213	ENSRNOT00000050302	ENSRNOT00000042145	ENSRNOT00000008138	ENSRNOT00000016540	ENSRNOT00000057992	ENSRNOT00000030931	ENSRNOT00000001609
ENSRNOT00000015720	ENSRNOT00000019681	ENSRNOT00000023706	ENSRNOT00000001379	ENSRNOT00000031005	ENSRNOT00000015283	ENSRNOT00000066899	ENSRNOT00000007249	ENSRNOT00000011659	ENSRNOT00000010142	ENSRNOT00000065270	ENSRNOT00000007079	ENSRNOT00000018170	ENSRNOT00000004619	ENSRNOT00000043518	ENSRNOT00000026580	ENSRNOT00000054869	ENSRNOT00000008962	ENSRNOT00000025343	ENSRNOT00000025343	ENSRNOT00000001049	ENSRNOT00000067635	ENSRNOT00000010238	ENSRNOT00000028793	ENSRNOT00000061187	ENSRNOT00000029829	ENSRNOT00000054957	ENSRNOT00000064272
ENSRNOT00000055988	ENSRNOT00000065876	ENSRNOT00000045773	ENSRNOT00000022862	ENSRNOT00000037756	ENSRNOT00000014038	ENSRNOT00000034284	ENSRNOT00000067204	ENSRNOT00000028632	ENSRNOT00000057407	ENSRNOT00000042145	ENSRNOT00000015598	ENSRNOT00000041808	ENSRNOT00000073233	ENSRNOT00000008355	ENSRNOT00000006297	ENSRNOT00000027337	ENSRNOT00000006443	ENSRNOT00000064903	ENSRNOT00000048302	ENSRNOT00000012478	ENSRNOT00000004947	ENSRNOT00000025343	ENSRNOT00000011589	ENSRNOT00000027125	ENSRNOT00000019129	ENSRNOT00000031115	ENSRNOT00000074734
ENSRNOT00000044582	ENSRNOT00000004347	ENSRNOT00000001077	ENSRNOT00000073376	ENSRNOT00000008962	ENSRNOT00000008987	ENSRNOT00000024352	ENSRNOT00000034284	ENSRNOT00000018170	ENSRNOT00000018860	ENSRNOT00000005016	ENSRNOT00000009540	ENSRNOT00000008138	ENSRNOT00000067261	ENSRNOT00000075423	ENSRNOT00000010238	ENSRNOT00000010884	ENSRNOT00000021372	ENSRNOT00000010510	ENSRNOT00000040505	ENSRNOT00000066657	ENSRNOT00000023226	ENSRNOT00000072342	ENSRNOT00000066431	ENSRNOT00000065333	ENSRNOT00000068216	ENSRNOT00000008737	ENSRNOT00000008164
ENSRNOT00000023072	ENSRNOT00000019583	ENSRNOT00000055271	ENSRNOT00000055588	ENSRNOT00000028589	ENSRNOT00000002527	ENSRNOT00000028316	ENSRNOT00000024352	ENSRNOT00000022115	ENSRNOT00000012753	ENSRNOT00000055111	ENSRNOT00000010142	ENSRNOT00000004619	ENSRNOT00000020451	ENSRNOT00000011726	ENSRNOT00000048302	ENSRNOT00000027375	ENSRNOT00000016076	ENSRNOT00000024473	ENSRNOT00000019966	ENSRNOT00000015186	ENSRNOT00000008962	ENSRNOT00000028390	ENSRNOT00000061916	ENSRNOT00000030015	ENSRNOT00000026462	ENSRNOT00000019104	ENSRNOT00000073688
ENSRNOT00000024648	ENSRNOT00000048851	ENSRNOT00000024901	ENSRNOT00000012061	ENSRNOT00000035060	ENSRNOT00000054890	ENSRNOT00000075041	ENSRNOT00000015205	ENSRNOT00000004619	ENSRNOT00000001941	ENSRNOT00000009333	ENSRNOT00000013165	ENSRNOT00000075659	ENSRNOT00000036506	ENSRNOT00000024012	ENSRNOT00000072342	ENSRNOT00000033525	ENSRNOT00000026258	ENSRNOT00000019966	ENSRNOT00000013225	ENSRNOT00000028546	ENSRNOT00000016076	ENSRNOT00000002962	ENSRNOT00000028100	ENSRNOT00000051347	ENSRNOT00000031842	ENSRNOT00000021017	ENSRNOT00000014087
ENSRNOT00000074632	ENSRNOT00000019405	ENSRNOT00000010101	ENSRNOT00000028496	ENSRNOT00000048880	ENSRNOT00000003397	ENSRNOT00000015205	ENSRNOT00000011052	ENSRNOT00000015283	ENSRNOT00000027474	ENSRNOT00000010811	ENSRNOT00000024430	ENSRNOT00000022532	ENSRNOT00000015875	ENSRNOT00000010238	ENSRNOT00000019966	ENSRNOT00000001609	ENSRNOT00000010358	ENSRNOT00000025213	ENSRNOT00000001602	ENSRNOT00000001625	ENSRNOT00000015808	ENSRNOT00000049048	ENSRNOT00000003412	ENSRNOT00000068739	ENSRNOT00000065720	ENSRNOT00000025782	ENSRNOT00000017138
ENSRNOT00000007609	ENSRNOT00000028295	ENSRNOT00000014124	ENSRNOT00000014819	ENSRNOT00000065410	ENSRNOT00000067261	ENSRNOT00000013703	ENSRNOT00000013703	ENSRNOT00000004351	ENSRNOT00000064272	ENSRNOT00000044348	ENSRNOT00000026373	ENSRNOT00000015283	ENSRNOT00000067414	ENSRNOT00000019386	ENSRNOT00000022943	ENSRNOT00000073688	ENSRNOT00000075423	ENSRNOT00000039261	ENSRNOT00000004350	ENSRNOT00000033726	ENSRNOT00000075423	ENSRNOT00000024781	ENSRNOT00000017147	ENSRNOT00000075073	ENSRNOT00000001486	ENSRNOT00000049609	ENSRNOT00000028084
ENSRNOT00000002484	ENSRNOT00000060683	ENSRNOT00000046563	ENSRNOT00000006186	ENSRNOT00000051956	ENSRNOT00000012325	ENSRNOT00000001490	ENSRNOT00000018170	ENSRNOT00000056420	ENSRNOT00000026875	ENSRNOT00000022943	ENSRNOT00000004613	ENSRNOT00000008987	ENSRNOT00000016987	ENSRNOT00000019966	ENSRNOT00000015009	ENSRNOT00000014087	ENSRNOT00000042145	ENSRNOT00000001049	ENSRNOT00000008911	ENSRNOT00000054869	ENSRNOT00000065410	ENSRNOT00000017202	ENSRNOT00000008302	ENSRNOT00000004477	ENSRNOT00000001910	ENSRNOT00000050302	ENSRNOT00000002574
ENSRNOT00000032613	ENSRNOT00000027474	ENSRNOT00000012720	ENSRNOT00000045875	ENSRNOT00000025343	ENSRNOT00000035240	ENSRNOT00000006708	ENSRNOT00000019571	ENSRNOT00000075349	ENSRNOT00000071928	ENSRNOT00000003593	ENSRNOT00000026875	ENSRNOT00000056420	ENSRNOT00000038212	ENSRNOT00000025213	ENSRNOT00000001602	ENSRNOT00000036556	ENSRNOT00000005286	ENSRNOT00000021400	ENSRNOT00000017202	ENSRNOT00000015177	ENSRNOT00000025343	ENSRNOT00000010845	ENSRNOT00000012558	ENSRNOT00000001890	ENSRNOT00000019795	ENSRNOT00000037756	ENSRNOT00000073376
ENSRNOT00000023611	ENSRNOT00000064272	ENSRNOT00000050531	ENSRNOT00000031842	ENSRNOT00000015946	ENSRNOT00000024408	ENSRNOT00000018170	ENSRNOT00000008138	ENSRNOT00000075790	ENSRNOT00000055970	ENSRNOT00000012676	ENSRNOT00000055970	ENSRNOT00000003397	ENSRNOT00000027520	ENSRNOT00000001049	ENSRNOT00000067483	ENSRNOT00000017138	ENSRNOT00000020478	ENSRNOT00000003593	ENSRNOT00000012478	ENSRNOT00000064272	ENSRNOT00000005286	ENSRNOT00000023519	ENSRNOT00000022304	ENSRNOT00000040954	ENSRNOT00000014124	ENSRNOT00000004947	ENSRNOT00000024775
ENSRNOT00000012616	ENSRNOT00000071928	ENSRNOT00000027811	ENSRNOT00000001486	ENSRNOT00000025496	ENSRNOT00000064145	ENSRNOT00000003407	ENSRNOT00000004619	ENSRNOT00000058362	ENSRNOT00000026755	ENSRNOT00000049048	ENSRNOT00000023530	ENSRNOT00000067261	ENSRNOT00000010835	ENSRNOT00000015618	ENSRNOT00000026063	ENSRNOT00000028084	ENSRNOT00000016447	ENSRNOT00000031007	ENSRNOT00000066657	ENSRNOT00000011756	ENSRNOT00000067502	ENSRNOT00000028546	ENSRNOT00000020425	ENSRNOT00000034708	ENSRNOT00000018646	ENSRNOT00000029996	ENSRNOT00000031230
ENSRNOT00000021851	ENSRNOT00000036556	ENSRNOT00000013703	ENSRNOT00000019795	ENSRNOT00000016447	ENSRNOT00000014090	ENSRNOT00000020348	ENSRNOT00000015283	ENSRNOT00000003191	ENSRNOT00000011203	ENSRNOT00000022383	ENSRNOT00000017307	ENSRNOT00000002809	ENSRNOT00000074351	ENSRNOT00000004350	ENSRNOT00000049048	ENSRNOT00000012844	ENSRNOT00000018927	ENSRNOT00000001602	ENSRNOT00000028546	ENSRNOT00000028084	ENSRNOT00000064903	ENSRNOT00000015119	ENSRNOT00000067388	ENSRNOT00000007802	ENSRNOT00000020625	ENSRNOT00000008962	ENSRNOT00000000495
ENSRNOT00000075480	ENSRNOT00000018734	ENSRNOT00000018170	ENSRNOT00000018646	ENSRNOT00000018927	ENSRNOT00000006329	ENSRNOT00000028328	ENSRNOT00000029439	ENSRNOT00000005556	ENSRNOT00000009503	ENSRNOT00000012478	ENSRNOT00000008963	ENSRNOT00000028100	ENSRNOT00000036738	ENSRNOT00000017202	ENSRNOT00000028546	ENSRNOT00000002574	ENSRNOT00000016130	ENSRNOT00000012676	ENSRNOT00000015119	ENSRNOT00000073376	ENSRNOT00000056405	ENSRNOT00000009375	ENSRNOT00000049127	ENSRNOT00000012947	ENSRNOT00000008522	ENSRNOT00000006443	ENSRNOT00000049895
ENSRNOT00000022892	ENSRNOT00000005089	ENSRNOT00000026752	ENSRNOT00000012720	ENSRNOT00000010448	ENSRNOT00000064463	ENSRNOT00000008138	ENSRNOT00000001292	ENSRNOT00000007687	ENSRNOT00000001379	ENSRNOT00000023515	ENSRNOT00000038279	ENSRNOT00000025644	ENSRNOT00000032162	ENSRNOT00000070920	ENSRNOT00000027734	ENSRNOT00000073376	ENSRNOT00000010811	ENSRNOT00000000181	ENSRNOT00000022703	ENSRNOT00000055588	ENSRNOT00000017000	ENSRNOT00000027241	ENSRNOT00000027682	ENSRNOT00000020532	ENSRNOT00000034284	ENSRNOT00000020603	ENSRNOT00000024850
ENSRNOT00000024711	ENSRNOT00000017307	ENSRNOT00000041808	ENSRNOT00000034284	ENSRNOT00000012533	ENSRNOT00000003240	ENSRNOT00000028793	ENSRNOT00000001644	ENSRNOT00000056862	ENSRNOT00000028438	ENSRNOT00000025857	ENSRNOT00000046325	ENSRNOT00000021715	ENSRNOT00000044020	ENSRNOT00000012478	ENSRNOT00000018073	ENSRNOT00000009034	ENSRNOT00000010753	ENSRNOT00000060943	ENSRNOT00000027241	ENSRNOT00000004878	ENSRNOT00000015009	ENSRNOT00000012372	ENSRNOT00000028411	ENSRNOT00000047741	ENSRNOT00000028316	ENSRNOT00000021372	ENSRNOT00000017712
ENSRNOT00000014177	ENSRNOT00000024775	ENSRNOT00000020348	ENSRNOT00000026194	ENSRNOT00000024914	ENSRNOT00000000478	ENSRNOT00000011589	ENSRNOT00000003397	ENSRNOT00000013743	ENSRNOT00000023527	ENSRNOT00000033726	ENSRNOT00000023741	ENSRNOT00000067414	ENSRNOT00000001533	ENSRNOT00000015119	ENSRNOT00000019497	ENSRNOT00000012061	ENSRNOT00000006804	ENSRNOT00000022073	ENSRNOT00000049044	ENSRNOT00000042285	ENSRNOT00000067802	ENSRNOT00000022277	ENSRNOT00000002121	ENSRNOT00000026897	ENSRNOT00000075041	ENSRNOT00000065410	ENSRNOT00000034389
ENSRNOT00000016088	ENSRNOT00000036518	ENSRNOT00000028328	ENSRNOT00000013613	ENSRNOT00000057079	ENSRNOT00000001577	ENSRNOT00000019184	ENSRNOT00000067261	ENSRNOT00000003473	ENSRNOT00000008963	ENSRNOT00000021483	ENSRNOT00000011619	ENSRNOT00000017301	ENSRNOT00000003473	ENSRNOT00000027241	ENSRNOT00000010142	ENSRNOT00000031230	ENSRNOT00000010850	ENSRNOT00000021670	ENSRNOT00000048554	ENSRNOT00000010619	ENSRNOT00000020534	ENSRNOT00000019681	ENSRNOT00000028633	ENSRNOT00000001313	ENSRNOT00000064662	ENSRNOT00000042145	ENSRNOT00000023706
ENSRNOT00000007721	ENSRNOT00000026280	ENSRNOT00000008138	ENSRNOT00000070809	ENSRNOT00000001049	ENSRNOT00000003297	ENSRNOT00000014038	ENSRNOT00000067414	ENSRNOT00000066549	ENSRNOT00000017448	ENSRNOT00000032879	ENSRNOT00000068216	ENSRNOT00000013858	ENSRNOT00000073790	ENSRNOT00000019583	ENSRNOT00000010786	ENSRNOT00000000495	ENSRNOT00000028525	ENSRNOT00000025203	ENSRNOT00000015472	ENSRNOT00000056870	ENSRNOT00000049048	ENSRNOT00000009540	ENSRNOT00000073809	ENSRNOT00000004701	ENSRNOT00000013703	ENSRNOT00000025343	ENSRNOT00000020951
ENSRNOT00000013188	ENSRNOT00000000495	ENSRNOT00000011455	ENSRNOT00000008138	ENSRNOT00000015618	ENSRNOT00000072573	ENSRNOT00000028186	ENSRNOT00000007424	ENSRNOT00000020929	ENSRNOT00000012061	ENSRNOT00000022863	ENSRNOT00000006830	ENSRNOT00000017147	ENSRNOT00000003240	ENSRNOT00000031904	ENSRNOT00000049337	ENSRNOT00000049895	ENSRNOT00000022383	ENSRNOT00000026467	ENSRNOT00000048851	ENSRNOT00000012061	ENSRNOT00000007274	ENSRNOT00000048851	ENSRNOT00000036717	ENSRNOT00000000716	ENSRNOT00000019524	ENSRNOT00000057572	ENSRNOT00000015786
ENSRNOT00000019443	ENSRNOT00000002579	ENSRNOT00000015283	ENSRNOT00000008730	ENSRNOT00000031007	ENSRNOT00000066191	ENSRNOT00000002895	ENSRNOT00000028290	ENSRNOT00000009436	ENSRNOT00000065871	ENSRNOT00000028188	ENSRNOT00000037517	ENSRNOT00000024536	ENSRNOT00000005402	ENSRNOT00000064272	ENSRNOT00000028295	ENSRNOT00000041762	ENSRNOT00000045882	ENSRNOT00000000177	ENSRNOT00000049337	ENSRNOT00000038032	ENSRNOT00000000181	ENSRNOT00000010786	ENSRNOT00000035788	ENSRNOT00000040645	ENSRNOT00000006708	ENSRNOT00000005286	ENSRNOT00000008964
ENSRNOT00000026949	ENSRNOT00000027539	ENSRNOT00000014038	ENSRNOT00000028186	ENSRNOT00000021516	ENSRNOT00000015185	ENSRNOT00000003397	ENSRNOT00000017972	ENSRNOT00000073790	ENSRNOT00000022363	ENSRNOT00000026467	ENSRNOT00000028624	ENSRNOT00000000025	ENSRNOT00000007773	ENSRNOT00000014087	ENSRNOT00000026373	ENSRNOT00000067998	ENSRNOT00000002058	ENSRNOT00000007164	ENSRNOT00000060683	ENSRNOT00000000495	ENSRNOT00000023519	ENSRNOT00000060683	ENSRNOT00000015092	ENSRNOT00000004877	ENSRNOT00000019571	ENSRNOT00000018927	ENSRNOT00000001910
ENSRNOT00000004836	ENSRNOT00000011565	ENSRNOT00000004351	ENSRNOT00000008987	ENSRNOT00000024443	ENSRNOT00000068739	ENSRNOT00000041709	ENSRNOT00000010433	ENSRNOT00000006329	ENSRNOT00000018864	ENSRNOT00000022277	ENSRNOT00000035347	ENSRNOT00000058362	ENSRNOT00000010712	ENSRNOT00000028084	ENSRNOT00000001941	ENSRNOT00000006186	ENSRNOT00000026040	ENSRNOT00000008364	ENSRNOT00000004613	ENSRNOT00000049895	ENSRNOT00000028546	ENSRNOT00000012753	ENSRNOT00000011970	ENSRNOT00000075020	ENSRNOT00000008138	ENSRNOT00000003308	ENSRNOT00000014124
ENSRNOT00000001958	ENSRNOT00000013176	ENSRNOT00000003397	ENSRNOT00000001644	ENSRNOT00000014637	ENSRNOT00000055232	ENSRNOT00000017301	ENSRNOT00000019923	ENSRNOT00000023383	ENSRNOT00000021271	ENSRNOT00000019681	ENSRNOT00000033978	ENSRNOT00000033964	ENSRNOT00000061187	ENSRNOT00000002574	ENSRNOT00000031904	ENSRNOT00000031842	ENSRNOT00000001625	ENSRNOT00000004347	ENSRNOT00000031904	ENSRNOT00000011565	ENSRNOT00000025794	ENSRNOT00000031904	ENSRNOT00000056722	ENSRNOT00000066740	ENSRNOT00000015283	ENSRNOT00000054954	ENSRNOT00000032739
ENSRNOT00000059599	ENSRNOT00000006186	ENSRNOT00000041709	ENSRNOT00000065926	ENSRNOT00000061159	ENSRNOT00000006481	ENSRNOT00000003412	ENSRNOT00000033235	ENSRNOT00000023436	ENSRNOT00000023741	ENSRNOT00000065876	ENSRNOT00000058195	ENSRNOT00000008883	ENSRNOT00000046983	ENSRNOT00000055588	ENSRNOT00000021548	ENSRNOT00000004232	ENSRNOT00000025857	ENSRNOT00000010786	ENSRNOT00000021548	ENSRNOT00000017712	ENSRNOT00000001625	ENSRNOT00000027474	ENSRNOT00000064450	ENSRNOT00000019666	ENSRNOT00000028186	ENSRNOT00000015009	ENSRNOT00000046563
ENSRNOT00000027760	ENSRNOT00000021271	ENSRNOT00000033285	ENSRNOT00000035240	ENSRNOT00000020339	ENSRNOT00000001890	ENSRNOT00000010433	ENSRNOT00000010835	ENSRNOT00000045233	ENSRNOT00000011619	ENSRNOT00000019583	ENSRNOT00000017006	ENSRNOT00000007993	ENSRNOT00000057738	ENSRNOT00000004878	ENSRNOT00000027474	ENSRNOT00000020951	ENSRNOT00000015598	ENSRNOT00000054958	ENSRNOT00000036556	ENSRNOT00000006753	ENSRNOT00000027685	ENSRNOT00000011203	ENSRNOT00000037742	ENSRNOT00000032943	ENSRNOT00000008987	ENSRNOT00000024020	ENSRNOT00000037576
ENSRNOT00000016495	ENSRNOT00000023741	ENSRNOT00000067414	ENSRNOT00000075790	ENSRNOT00000012340	ENSRNOT00000009044	ENSRNOT00000073317	ENSRNOT00000034506	ENSRNOT00000028678	ENSRNOT00000015104	ENSRNOT00000065742	ENSRNOT00000058552	ENSRNOT00000003413	ENSRNOT00000007472	ENSRNOT00000024775	ENSRNOT00000064272	ENSRNOT00000010194	ENSRNOT00000049044	ENSRNOT00000001079	ENSRNOT00000019140	ENSRNOT00000019129	ENSRNOT00000022073	ENSRNOT00000036556	ENSRNOT00000041215	ENSRNOT00000075131	ENSRNOT00000001644	ENSRNOT00000020534	ENSRNOT00000001404
ENSRNOT00000033537	ENSRNOT00000057992	ENSRNOT00000075790	ENSRNOT00000017972	ENSRNOT00000035002	ENSRNOT00000026390	ENSRNOT00000022304	ENSRNOT00000004127	ENSRNOT00000064832	ENSRNOT00000065593	ENSRNOT00000002827	ENSRNOT00000000535	ENSRNOT00000014090	ENSRNOT00000009202	ENSRNOT00000025887	ENSRNOT00000019647	ENSRNOT00000001486	ENSRNOT00000026467	ENSRNOT00000033525	ENSRNOT00000055588	ENSRNOT00000065593	ENSRNOT00000021670	ENSRNOT00000028084	ENSRNOT00000025547	ENSRNOT00000048550	ENSRNOT00000004901	ENSRNOT00000049048	ENSRNOT00000012720
ENSRNOT00000005872	ENSRNOT00000068216	ENSRNOT00000058362	ENSRNOT00000018058	ENSRNOT00000015186	ENSRNOT00000010409	ENSRNOT00000036738	ENSRNOT00000067388	ENSRNOT00000001577	ENSRNOT00000023706	ENSRNOT00000027474	ENSRNOT00000003690	ENSRNOT00000022246	ENSRNOT00000001476	ENSRNOT00000002579	ENSRNOT00000001379	ENSRNOT00000001910	ENSRNOT00000020341	ENSRNOT00000010674	ENSRNOT00000017307	ENSRNOT00000068216	ENSRNOT00000013128	ENSRNOT00000019140	ENSRNOT00000027094	ENSRNOT00000020855	ENSRNOT00000024408	ENSRNOT00000012021	ENSRNOT00000006771
ENSRNOT00000026507	ENSRNOT00000006628	ENSRNOT00000010433	ENSRNOT00000009308	ENSRNOT00000028546	ENSRNOT00000003859	ENSRNOT00000007687	ENSRNOT00000055978	ENSRNOT00000067939	ENSRNOT00000006830	ENSRNOT00000064272	ENSRNOT00000046486	ENSRNOT00000064802	ENSRNOT00000016423	ENSRNOT00000003780	ENSRNOT00000023979	ENSRNOT00000014747	ENSRNOT00000021318	ENSRNOT00000027474	ENSRNOT00000024310	ENSRNOT00000006628	ENSRNOT00000054960	ENSRNOT00000023709	ENSRNOT00000008416	ENSRNOT00000058665	ENSRNOT00000018058	ENSRNOT00000043005	ENSRNOT00000041533
ENSRNOT00000018038	ENSRNOT00000037517	ENSRNOT00000003413	ENSRNOT00000000011	ENSRNOT00000041238	ENSRNOT00000013467	ENSRNOT00000001533	ENSRNOT00000020051	ENSRNOT00000055016	ENSRNOT00000006628	ENSRNOT00000050321	ENSRNOT00000009802	ENSRNOT00000013390	ENSRNOT00000006070	ENSRNOT00000011565	ENSRNOT00000021285	ENSRNOT00000046563	ENSRNOT00000022277	ENSRNOT00000001609	ENSRNOT00000012061	ENSRNOT00000057830	ENSRNOT00000003931	ENSRNOT00000017307	ENSRNOT00000008160	ENSRNOT00000012610	ENSRNOT00000019923	ENSRNOT00000028546	ENSRNOT00000027811
ENSRNOT00000074415	ENSRNOT00000015786	ENSRNOT00000055978	ENSRNOT00000052131	ENSRNOT00000001625	ENSRNOT00000005881	ENSRNOT00000003473	ENSRNOT00000028411	ENSRNOT00000023637	ENSRNOT00000045964	ENSRNOT00000011203	ENSRNOT00000064263	ENSRNOT00000003473	ENSRNOT00000006117	ENSRNOT00000017712	ENSRNOT00000019140	ENSRNOT00000003690	ENSRNOT00000010241	ENSRNOT00000073688	ENSRNOT00000023869	ENSRNOT00000075674	ENSRNOT00000021723	ENSRNOT00000009152	ENSRNOT00000013009	ENSRNOT00000006148	ENSRNOT00000028411	ENSRNOT00000026040	ENSRNOT00000015811
ENSRNOT00000020932	ENSRNOT00000066950	ENSRNOT00000013390	ENSRNOT00000066218	ENSRNOT00000022073	ENSRNOT00000004121	ENSRNOT00000043365	ENSRNOT00000003473	ENSRNOT00000072573	ENSRNOT00000035347	ENSRNOT00000021285	ENSRNOT00000001404	ENSRNOT00000009436	ENSRNOT00000000831	ENSRNOT00000006753	ENSRNOT00000005089	ENSRNOT00000049170	ENSRNOT00000054958	ENSRNOT00000001379	ENSRNOT00000003228	ENSRNOT00000003690	ENSRNOT00000049044	ENSRNOT00000003780	ENSRNOT00000027217	ENSRNOT00000016027	ENSRNOT00000024030	ENSRNOT00000001625	ENSRNOT00000013703
ENSRNOT00000067854	ENSRNOT00000010101	ENSRNOT00000003473	ENSRNOT00000015448	ENSRNOT00000023515	ENSRNOT00000012947	ENSRNOT00000073790	ENSRNOT00000043365	ENSRNOT00000005942	ENSRNOT00000042289	ENSRNOT00000018734	ENSRNOT00000012720	ENSRNOT00000006329	ENSRNOT00000057745	ENSRNOT00000025510	ENSRNOT00000017307	ENSRNOT00000012720	ENSRNOT00000026581	ENSRNOT00000014087	ENSRNOT00000028496	ENSRNOT00000015240	ENSRNOT00000026467	ENSRNOT00000067228	ENSRNOT00000007662	ENSRNOT00000031190	ENSRNOT00000043365	ENSRNOT00000060943	ENSRNOT00000001490
ENSRNOT00000026539	ENSRNOT00000014124	ENSRNOT00000043365	ENSRNOT00000050018	ENSRNOT00000025857	ENSRNOT00000020532	ENSRNOT00000011784	ENSRNOT00000002987	ENSRNOT00000011270	ENSRNOT00000071944	ENSRNOT00000028084	ENSRNOT00000016947	ENSRNOT00000003240	ENSRNOT00000055232	ENSRNOT00000068216	ENSRNOT00000012061	ENSRNOT00000034284	ENSRNOT00000002827	ENSRNOT00000023211	ENSRNOT00000046325	ENSRNOT00000014091	ENSRNOT00000009985	ENSRNOT00000049262	ENSRNOT00000050804	ENSRNOT00000015401	ENSRNOT00000014993	ENSRNOT00000022073	ENSRNOT00000019524
ENSRNOT00000047139	ENSRNOT00000014747	ENSRNOT00000073790	ENSRNOT00000002987	ENSRNOT00000021670	ENSRNOT00000008342	ENSRNOT00000003240	ENSRNOT00000073790	ENSRNOT00000008416	ENSRNOT00000028278	ENSRNOT00000008969	ENSRNOT00000070809	ENSRNOT00000000478	ENSRNOT00000026121	ENSRNOT00000006628	ENSRNOT00000019994	ENSRNOT00000026194	ENSRNOT00000001609	ENSRNOT00000028084	ENSRNOT00000003780	ENSRNOT00000027182	ENSRNOT00000021318	ENSRNOT00000021751	ENSRNOT00000000824	ENSRNOT00000003901	ENSRNOT00000006883	ENSRNOT00000021670	ENSRNOT00000018170
ENSRNOT00000002116	ENSRNOT00000046563	ENSRNOT00000006329	ENSRNOT00000061009	ENSRNOT00000054960	ENSRNOT00000004701	ENSRNOT00000000478	ENSRNOT00000006329	ENSRNOT00000008160	ENSRNOT00000016520	ENSRNOT00000019761	ENSRNOT00000034298	ENSRNOT00000007773	ENSRNOT00000011085	ENSRNOT00000002247	ENSRNOT00000013573	ENSRNOT00000024352	ENSRNOT00000000500	ENSRNOT00000004783	ENSRNOT00000011565	ENSRNOT00000024352	ENSRNOT00000019583	ENSRNOT00000015104	ENSRNOT00000045644	ENSRNOT00000056649	ENSRNOT00000035653	ENSRNOT00000054960	ENSRNOT00000004619
ENSRNOT00000064535	ENSRNOT00000067204	ENSRNOT00000003240	ENSRNOT00000022661	ENSRNOT00000022128	ENSRNOT00000068440	ENSRNOT00000035653	ENSRNOT00000003240	ENSRNOT00000033940	ENSRNOT00000045773	ENSRNOT00000004878	ENSRNOT00000007247	ENSRNOT00000001759	ENSRNOT00000044788	ENSRNOT00000011799	ENSRNOT00000011565	ENSRNOT00000015299	ENSRNOT00000042890	ENSRNOT00000002574	ENSRNOT00000005400	ENSRNOT00000070809	ENSRNOT00000010786	ENSRNOT00000037068	ENSRNOT00000011474	ENSRNOT00000007917	ENSRNOT00000045233	ENSRNOT00000015598	ENSRNOT00000033695
ENSRNOT00000027345	ENSRNOT00000012720	ENSRNOT00000012222	ENSRNOT00000056192	ENSRNOT00000015099	ENSRNOT00000060492	ENSRNOT00000061187	ENSRNOT00000066281	ENSRNOT00000056612	ENSRNOT00000065720	ENSRNOT00000009034	ENSRNOT00000027129	ENSRNOT00000011138	ENSRNOT00000004298	ENSRNOT00000001404	ENSRNOT00000034389	ENSRNOT00000009936	ENSRNOT00000073688	ENSRNOT00000073376	ENSRNOT00000065128	ENSRNOT00000061619	ENSRNOT00000013582	ENSRNOT00000068216	ENSRNOT00000056903	ENSRNOT00000021216	ENSRNOT00000005502	ENSRNOT00000021723	ENSRNOT00000075659
