SFTU	SFRC	SFNC	SFRN
Gpatch4	E130309D14Rik	Cdk19	Wdr81
Carns1	Ciz1	Lemd3	Igsf21
Peak1	Fam124a	Zranb2	Fam131b
Rtn2	Fastkd3	Pparg	Lmnb1
Add2	Gm15800	Zfx	Polr1d
Lypd1	Ptgr1	Elmsan1	G3bp2
Dusp12	Map6	Syn1	Tubg1
Chtf8	Enox1	Tmem41b	Pex14
Gm608	Fam126b	Camk2n2	Dcun1d4
Abcb1b	Oxtr	Chrnd	Zfp558
Ago3	Ivd	Ttpa	Daxx
Dnttip1	Amy1	Trio	Rnf185
Gprc5b	Maged1	Lpcat3	Myo19
Lpcat3	Lrp4	Sptbn1	Prorsd1
Taz	Vamp2	Capns1	2310009A05Rik
Phgdh	Cd52	Abcd1	Apcdd1
Pogk	Dhodh	Tmub1	1500015A07Rik
Rbm33	Dnaja1	Cacna2d2	Bcl9l
Akap1	Nop56	Col11a1	Ccdc134
Tmem81	Rad51ap1	Nudt1	Tmem200c
Agk	Slc43a2	Trpc5	Cox8c
Uqcc1	Ly6e	Aqp11	Abat
Btbd3	Limd2	Mettl1	Bves
Rin2	Dus3l	Hrh2	Amigo1
Coq2	Ggta1	Tkt	Vps16
4930473O22Rik	Tlr2	Cdc42ep4	Col4a1
Kdm3b	Rnf207	Wdr75	Rhbdd3
Klf7	Cd302	Pdgfrl	Tdo2
Vdac3	Mcm8	Atxn7l1	Tfg
Prtg	Nrbp2	Sft2d1	Nsmce4a
4930578M01Rik	Scrg1	Itpkc	A630072M18Rik
Tsen15	Litaf	Rtn4ip1	Hirip3
Tcta	Pet100	Ikbkap	5830418K08Rik
Gpr64	Lmnb2	Cd86	9830166K06Rik
Nptx2	Thap7	Cd19	Fbxw10
Fyco1	Helz2	Lrrn1	A930006K02Rik
Lrrc16a	Ahcyl2	Rev1	Scamp5
Brd9	Osbpl10	Tlr4	Klhl26
Acsl6	Myh7b	Cds2	Zmat2
Rprd2	Gnb2l1	Hoxb2	Lct
Smpd1	E2f6	Cc2d1b	Kctd4
Klhl22	Eif4g3	Cpne6	Gabra6
1700086L19Rik	BB557941	AU040320	Uchl1
Stard9	3110040N11Rik	Zbtb8b	Btbd10
Rxra	Eif3h	Wdyhv1	Tnfaip6
Styx	Ssx2ip	Sp1	Igfbp3
Nfyc	Chuk	Dhx16	Nfs1
March3	Rpa1	Tex2	Polr2h
Ivd	Speg	Nckap5	Pfdn6
Gstm5	Gm19395	Eif4e3	Trim25
Cdc42ep3	Znrf2	A130010J15Rik	Eif4g2
AW011738	AW011738	Treh	Ide
1700019D03Rik	Kcna5	Btnl2	Sh3bgrl3
Pdcd10	Manba	Adcyap1r1	Rnf125
Zdhhc22	Ippk	Saysd1	Ndfip2
Fgf10	Npy2r	Alox12b	Cryz
4930471G03Rik	Pmepa1	Ctsz	Adrbk2
Cntn1	Dcxr	Gp1ba	Grcc10
Arsi	Unc13b	Bloc1s5	Vrk1
Fbxo45	Gpr19	Syt5	Ubxn8
Lamb3	Zcchc3	Ugt2b38	Zfp652
Wnk3	Ryr3	Dcun1d4	Ccdc160
Cass4	Timm44	Mxd3	Rab33a
Rgs8	Rnf144b	Med23	Spag6
St3gal3	Nbas	Rrp8	Armcx6
Ccdc77	Sertad1	Pgbd1	Pmch
Lgals4	Smco4	Kif21a	Tmem2
Hsdl2	Snw1	Lin54	Sncaip
Psmc3ip	Adcy6	Syt10	Dmap1
Txndc12	Trim30a	Ajuba	Usp26
1600012H06Rik	Fam53c	Itpk1	Sytl2
2610301B20Rik	Ctcf	Tbcd	Stk40
Cmip	A930005H10Rik	Msantd1	Ep400
Trpc2	P4ha3	Erich3	Arf4
Prss23	Flna	Pik3r1	Gpr176
Dnajc16	Gtf2f1	Gm16740	1700112E06Rik
Gpatch2l	Arap3	1110004F10Rik	Midn
Sertm1	Tmem263	Prdm8	Deptor
Ppp2r3c	Hmbs	Spata18	Cd2ap
Gatsl2	Wbp2	Sept9	Nudt6
Tmsb4x	Rtfdc1	Shank3	Kcnj11
Dhx34	Cep170	Mtmr11	Zmynd19
Hsh2d	Dctd	Dact1	Ssb
Zhx3	Dzank1	Zfp775	Bahd1
Rnft1	Dnpep	Invs	Serpinb2
2610005L07Rik	2310022A10Rik	Fuca1	Agbl3
Mgst3	Morc2a	Cdc42ep3	Lamb1
Astn1	Cd151	Fam178a	Stradb
Ccpg1os	Mfhas1	AF251705	Rpl37a
Canx	Camkk1	2510002D24Rik	Rspo1
Ftx	Pbx2	Mrps12	Rab6a
Nbn	Ralyl	Ttc7b	Ndufs3
C1qtnf7	Alg11	Ccsap	BC017158
Skap2	Ctss	Cnga2	Slc41a2
March4	Chek1	Aars2	Rcan3
AU022252	Cthrc1	Skap2	Smim8
Fxn	C1qa	Renbp	Usp44
Tst	Cited1	Crisp3	Abca9
Trim45	Dpcd	Ago3	Pip5k1c
Cryzl1	A330049N07Rik	Col4a2	Kremen1
Fam203a	Samhd1	Nat9	E130311K13Rik
Obsl1	1700019D03Rik	Kcnab2	Yeats2
Plscr3	Rgs17	Gsdmd	Zfp771
Dnaja1	Smim14	Map3k12	Vmn1r40
Adipor1	Stk10	Rgl1	Fggy
Fry	Ykt6	Dennd4b	Tubg2
Med8	Camk1d	Entpd2	Cnp
Trip12	Coq2	Ccnf	Tifab
Usp28	Pde1b	0610037L13Rik	
Pde1b	Cebpb	Ubash3b	
Mllt10	Zfp652	Diras2	
Grik3	Jade1	Bcap29	
Grm8	Grsf1	Chst7	
Serpinh1	Dag1	Gpc1	
Mfsd10	Eif4b	Ipo8	
Slc37a4	Fam114a2	Sntg2	
Sft2d2	Tmem135	Dbf4	
Plk5	Ctsc	Ctps2	
1110038B12Rik	Trpc1	Slc41a2	
Lgmn	Arl10	Tmem41a	
Crebrf	1810032O08Rik	Clcn5	
Zfx	Sun2	4932702P03Rik	
Nanp	6330408A02Rik	Map2k7	
Manbal	Cobl	Rps19	
Cdk7	Sh3rf3	Nans	
Plod1	Prr13	Hibch	
Mphosph10	Zeb1	Dicer1	
Scn2b	Slco2a1	Akt1s1	
Gm5141	Sat1	Ascl2	
Tex40	Dcun1d3	Sugt1	
Nubp2	Tmem79	Mrps5	
Srrm2	Eif2ak2	Nek3	
Crtac1	Bbs9	Gm17733	
Emr1	Klhl13	Pramel1	
Pfkl	Sh3bp1	Zfp521	
Telo2	Mpc2	Rab22a	
Sorbs2	Rpl35	Ppp1r11	
Iigp1	B4galnt4	Nek7	
1810062O18Rik	Adck5	Khdrbs3	
Stx1b	St3gal4	Dapk1	
Fbxl12os	Trmt112	Tcte1	
Rsph1	Pot1b	Tmem223	
Trub1	Dstn	D2Wsu81e	
Abca8a	Lypd6	Ctf1	
Lmo4	Rnd3	Rsph1	
Npy2r	Zfp764	Ckap2	
Hspb6	Wnt10a	Klc3	
Itga5	Tnk2	Ntsr2	
Hils1	Myo10	Mgat5b	
Unc80	Phgdh	Poc5	
1700018A04Rik	Map4k2	Nt5dc2	
Tbc1d30	Cct4	Mepce	
Reep6	Lyz1	Txndc5	
Cd99l2	Abca3	Hmga2	
Xpr1	Hcn3	C1d	
Tcf20	Sec22c	5830418K08Rik	
Khdrbs3	Slc4a10	Hnrnpul2	
Magi2	Lims2	Amn1	
Mthfr	Prr16	Adra2b	
Slc14a1	Tmem29	Gm20362	
Akap9	Ifrd1	Cnst	
C1d	Cntln	Myadm	
Plbd2	Fahd2a	Strada	
Usp32	Ctsl	Masp2	
Fam13b	Safb2	Unc93b1	
Ndufa5	Ttc14	4930570G19Rik	
Crcp	Arhgef3	1110038B12Rik	
Pgp	Rprd2	Cstf2	
Trpm5	Gtdc1	Ptges	
Dbt	LOC102640338	Fcgr2b	
Cyp2c50	Ctsh	Tmpo	
Plvap	Gas5	Ttc39a	
Cabp1	Kri1	Dnlz	
Rap1gap	Zfp598	Cd2ap	
Iqsec3	Vim	Alkbh1	
Nodal	Mettl13	Tmem181a	
Scrt2	R3hdm2	Cenpi	
Tep1	Ahctf1	Cpsf7	
Map2k5	Slc25a26	Nkain2	
Krt23	Tas1r3	Fam198b	
Pim1	Ankfy1	Pelp1	
Hopx	Sntg2	Helz2	
Npdc1	Mpp6	Haus1	
Marcksl1	Rufy1	Traf7	
Ctsc	Cacna1c	C8b	
Rala	Fgg	Cpa5	
Cacnb1	Lrrc20	Dek	
Sod1	Pms2	Lynx1	
Lgi3	Abcb1b	Rbp1	
Irak1	Lrp12	Tex35	
Slc35f2	C1qb	Top2b	
Lrrn4	Fmn1	Tbc1d30	
Lemd3	Ankrd16	Adcy1	
Slc6a11	Prkag2	Pgp	
Nrg1	Gltscr2	Skint10	
Kansl3	Itga8	Pcsk6	
Emc2	Spcs3	Rmi1	
Tstd2	Cdh8	Reep6	
Pon2	Tgfb1i1	Hdhd1a	
Pcif1	Anks3	Lrp4	
Srebf2	Sgcb	Gm12500	
Dlc1	Trabd	Mc3r	
Sp1	B4galt2	Cdip1	
Prrt1	Nid1	Timmdc1	
Slc38a10	Dbt	Fbxo42	
Pcca	Zfp354b	Pla2g4e	
Tacc2	Socs6	Upp2	
Zfp954	Zcchc8	2610034B18Rik	
Boc	Gad1	Rnh1	
Snx33	Ccdc69	Stxbp1	
Psmb8	Rwdd3	Zfp811	
Sord	Mpzl1	Psmb8	
Gem	Fbxo5	Etv4	
Ankrd16	Itpkc	Tcta	
Actr10	Prrc2b	Ogfod2	
Efnb3	Ranbp3l	Phf10	
8430419L09Rik	Adnp2	Itfg3	
Chchd5	Tlx3	6330403L08Rik	
Pan2	Tspan12	Nktr	
Pgbd1	Cmpk1	Mog	
Zfand1	Ogfod1	Anxa7	
Rdh11	2610301B20Rik	Stard6	
Socs3	Jazf1	Acsm2	
Dbi	Hspb6	Gdf2	
Dennd1a	Map3k9	Psmf1	
2510039O18Rik	Prrt1	Nfat5	
Ovgp1	Cml3	Olfml1	
Ranbp3l	Fn1	Dmrtb1	
Ppp2r3a	Gria2	Zmynd12	
Gm19395	Gabarapl2	Tpra1	
Snap91	Gm17597	Gpr97	
Sass6	Elp3	Bckdhb	
Pak7	Urah	Epb4.1l4b	
Exd2	Cmss1	Pde6a	
Eif4g2	Adipor1	Tmod1	
Dnmt1	Ptprr	Rala	
Gabrb1	Arhgef6	Lrp1	
A330008L17Rik	Dnal4	Ebna1bp2	
Nhlh2	Ctsb	Ccdc177	
2700038G22Rik	Enc1	Glce	
Ptprd	Cidea	Exo1	
1110038F14Rik	Adamts3	Lum	
Trmt2b	Ccdc77	Tert	
Fam71a	Ugp2	Cdhr1	
Tomm34	Rims1	Tada2b	
Anp32a	Gria3	Fam60a	
Selk	G6pdx	Trappc5	
2610034B18Rik	Prdx2	Ddo	
Pon3	Vps33b	Map1lc3b	
Mttp	Slc6a17	Alad	
Panx2	Slc25a28	Upk2	
Fgfr3	Chst12	Ppp2r3c	
Rhoa	Klc3	Zdhhc21	
Ift22	Ankrd37	Dbnl	
Skint10	Wdr24	Sgsm2	
Cd14	D3Bwg0562e	Kbtbd7	
Hnrnpul2	Usp28	Rassf5	
Ppm1h	Capza2	Dync1h1	
Scn3b	Acyp2	6430590A07Rik	
Rrp8	Rpa2	Rec8	
Cpq	Vstm2b	Wdr33	
Fam193b	Idh3a	Pik3r2	
Gigyf1	Usp53	Hagh	
Syce2	Ctns	Sostdc1	
4933427D14Rik	Atp5h	Pde1a	
Lama3	Timm21	4930481A15Rik	
Chek1	Kif1c	Irak1	
Rrp1b	Gigyf1	Rrm2	
Slc6a17	Thy1	Swt1	
Dvl3	Eid3	Ctns	
Fxyd6	Pmaip1	Klf15	
Rab42	Traip	Stxbp6	
Rnd2	Myl6b	Dock9	
Il17d	Tmpo	Cldn26	
Dnah2	Cdh18	Lrrtm1	
Cdc7	1110007C09Rik	Mss51	
Spaca3	4930471G03Rik	Abhd4	
Hiat1	Fabp7	Ces2f	
Edem2	Hp1bp3	Hdac2	
Trim34a	Dusp15	Tvp23a	
Shc2	Phex	Epha6	
Cpne7	Erc2	Tstd2	
Hook2	Gba2	Sh2b3	
Nisch	Mgst1	Trappc1	
Chga	Tfap4	Cntnap2	
Ociad2	Vat1	Ap2s1	
Nr1h2	Polr3e	4930579G24Rik	
Haus4	1300017J02Rik	BC034090	
Hr	Ppfia4	Praf2	
Nob1	Trim45	2310010J17Rik	
Fam131b	Nr1h2	B3gat2	
Hdgfrp2	Skil	Cyba	
Lrrc1	Sncaip	Baiap3	
Adcy6	Pip4k2a	Polk	
Ppfia4	Srrm2	Cyfip1	
Nrsn1	Mex3a	Lman2l	
Bdkrb1	Ltbr	Ankub1	
Cdpf1	Msh2	Rbm46	
Gid4	Cdc25a	Thsd7a	
Prrc1	Klf15	Setd5	
Rab1	Vma21	Tax1bp3	
Midn	Cacnb1	Cacna1e	
Wnt10a	Sf3a3	Rhoa	
Srrd	Cd207	Pde6h	
6430548M08Rik	Cdc40	Tpo	
Coq3	Xiap	Daam1	
Fam132a	Tcf15	Nfatc4	
Mtx2	Ociad2	Prc1	
Lrp12	Ift80	Adam23	
Bloc1s5	Cmip	Ythdc1	
Agtr1a	BC018242	Abl2	
Medag	Pagr1a	Ftx	
Vegfb	Sft2d2	4632427E13Rik	
Kif1c	Ttc39b	Ilf3	
Cct4	Atp6v0c	Sap30bp	
Pet112	Nup133	Kcnq1	
Rsrp1	Slamf9	Ttpal	
Ankrd39	Efcab10	Rdh11	
Cyth3	Fam13b	Serpinb6a	
Bloc1s6	Thsd7a	Kcnk3	
Fabp7	Ssbp4	Adora1	
Herpud2	Cass4	Trim17	
Nfs1	Mphosph10	Sv2c	
BC022687	Birc3	Tctn2	
Ppp1r12b	Dock10	C230072F16Rik	
Fxyd1	Dhx34	Hsdl2	
Tug1	Lrp8	Npy4r	
Nxpe4	Egr3	Nudt13	
Dhrs1	Traf7	Pcnx	
Ecm1	Srrm4	Dync2li1	
Mast3	Fam120b	Tial1	
Rab11fip3	Nr2f2	Atp11a	
Faim	Slc39a2	Ercc6l2	
Lurap1l	Bex1	Stpg1	
Acsl1	Fgf4	Cckar	
Vwa5a	Nodal	2310057M21Rik	
Dynlt1f	Zfyve27	Tff1	
Armcx2	Mnat1	Axin1	
Msrb2	Pitpnm1	Eml4	
Ccdc91	Ubtd1	Cthrc1	
Gabrg3	Herpud2	Hsp90b1	
Col6a3	Fry	Ubxn11	
Hexim1	Rxra	Tmem213	
Jazf1	Ppm1k	Paip1	
Cml1	Eif3i	Pttg1ip	
Dock8	Ptprv	Il12a	
Trim2	Cyp2d22	5033430I15Rik	
Mbd1	Dhx38	Tsc22d4	
Brca1	Rab4a	Pan3	
Tcte1	Il17d	Rnf7	
Elmod3	Prdm8	Mrpl54	
Ccdc160	Nat14	Fxyd1	
Frrs1	Bri3	1810014B01Rik	
Pcnt	Tdrd3	Bmp4	
Stk10	Stard9	Scn3b	
Sidt1	Cdc42se2	Acot5	
Nav2	Fgfr3	Cobl	
Sh3glb1	Dync2h1	Myh7	
Aldob	Vwa5a	4921501E09Rik	
Idh3a	Ppp1r1a	Sgcb	
Tsr2	Cln6	Smco1	
Myl12b	BC028528	Stra13	
Sertad4	Rgag4	Gpatch2l	
Itsn2	Fcgr2b	Egfl7	
Sfswap	Bccip	Prss23	
Ctla2a	Ppp1r3g	Prss36	
Htr5a	Plod2	Fam131a	
Far2	Stag2	Galnt12	
Slc6a15	Slc4a3	Stac	
Mepce	Cks1brt	Cacna1g	
Akt2	4930473O22Rik	Rnpepl1	
Rab3ip	Sfxn2	Tpbpa	
Zdhhc23	Fdxr	Tpr	
Hibch	Coq10b	Ptx4	
Eif2d	Nfix	Cep152	
Pcbd2	Fgd6	Emp3	
Srrm4	Rsu1	Ccrl2	
Pde3b	Ctla2a	Parm1	
Prkca	Ovgp1	Prelp	
Pmpca	Mrpl54	Trim24	
Ift80	Taf1d	Morn2	
Baalc	Icam1	Med1	
Prr16	Slc39a1	Gng7	
Pianp	Zfp687	4930431P19Rik	
Col4a2	Zdhhc4	Csta1	
Srd5a3	Sdhaf2	Sdk1	
Pcsk2	Zfand2a	Cdk8	
0610009L18Rik	Spry2	Alox12e	
Zmym1	Rab1	6330403A02Rik	
Bmi1	Lgals1	Fbxw21	
Ccdc94	Fbxl12os	Apcdd1	
Ddo	Tardbp	Mnd1	
Pou2f1	Stx17	Dhrs7	
Fam160a2	A330008L17Rik	Psg16	
Kcns3	Lamb3	Specc1	
Bbs9	Csmd2	Pgk2	
Fzd5	Rpap1	Hsfy2	
Tars2	Abca8a	Oprd1	
Plod2	Rps5	Eya4	
Dnajb4	Mrpl13	Glrb	
Prr14l	Mgst3	Csf2rb	
Ttll4	Sord	Cldn15	
Asic3	Sqle	Ammecr1	
Gngt1	Slc35d1	Zgpat	
Snhg10	2810410L24Rik	Cks2	
Prorsd1	Dennd1a	Anxa5	
Exoc7	Rnf31	Pnn	
Sf3a3	C1qbp	Dhrs2	
Ube2r2	Nap1l3	Rd3	
Zswim5	Shc2	Nhsl2	
Rbbp8	Cct8	Gpr125	
Amn1	2310022B05Rik	Kcnd2	
Tfap4	Jpx	Hmgb3	
Shb	Pabpc6	1810013D15Rik	
Serpina9	Slc12a5	Afg3l2	
Col27a1	Btbd2	Msl2	
Cst3	Nisch	Scand1	
Wwtr1	Fbxo11	Gins1	
Sec14l1	Rchy1	Lkaaear1	
Mro	Bdkrb2	Cdca7l	
Epb4.1l3	Plbd2	Kcnk2	
Zfp593	Nhlh2	Dap	
Reg3a	Pappa	C530005A16Rik	
Phf10	Acot3	Mtor	
Ahctf1	Rtn2	Ipo4	
Rps10	Clybl	Gm12371	
Efr3b	Cryl1	Vps45	
Gad1	Bag2	Crtac1	
Naa38	Adcy5	Auts2	
Alkbh5	BC030499	Mzt2	
Rpl4	Mycn	2700038G22Rik	
Rwdd4a	Zswim5	Supt16	
Coa5	Nmt1	Hdac4	
Smim8	Selo	Marc2	
Pde1a	Nudt3	Dock8	
Dbndd1	Slc24a2	Sdf4	
Camk2b	Armcx5	Exoc7	
Fgf11	Rab36	Ficd	
Vim	Cryab	Pnpla5	
Hdac2	Lats1	Cyp2c38	
A330050F15Rik	Rab11fip5	Ackr4	
Cntln	Ankrd13a	Nrbp1	
Lgr4	Lsm3	Fnip2	
Cltb	Tyrobp	Trhr	
Pdgfrl	Pank1	Arid1b	
Tiam2	E4f1	S100a4	
Eps15	Cdk7	Cabp7	
Nfatc4	Wwc1	Ssr4	
Tcf21	Sln	Bub3	
Kbtbd11	Alkbh5	Adamts10	
Stxbp4	Rtkn	Ext1	
Ccnb2	Lct	Swi5	
Gzmm	Wrap53	Atpif1	
Srp54b	Fxn	Apopt1	
Pnpla3	Mib2	Vac14	
Tmem242	Eya4	Trappc3	
Zfp692	Cd99l2	Tex40	
Rab11fip5	Mapk8	Spsb1	
Theg	Adcy2	AI429214	
Ippk	Preb	Fgf18	
Aurka	Nln	Dtnb	
A230057D06Rik	Pan2	Rnd2	
Mycn	Slc8a2	Acr	
Nucks1	Ddx23	Slc8a2	
Sept11	Gbp2	Pou6f1	
Clybl	Ssr4	Cebpb	
Kremen1	Mus81	Nap1l2	
2310022A10Rik	Rhbdd1	Sh3rf3	
Pik3r2	Txndc12	Spaca3	
Oxsm	Ncoa6	Tmem194	
Rev1	Crispld2	Csf1r	
Spata17	Zfhx2	Mettl2	
Pcdhb7	Trmt2b	Rabep1	
Pspn	Psmb5	Eif5a2	
Atp6v1g1	Hook2	Chpf2	
Slc37a3	Spint1	Srrm4os	
Cd300a	C130071C03Rik	Mafb	
Adamts6	Lrrc1	Cript	
March2	Odc1	Ssr2	
Gm4926	Acsl6	2310009A05Rik	
Psme1	Paics	Fign	
Mkl2	Rpl18a	Pigq	
Pip4k2a	Slc6a15	Zdhhc23	
Trim24	Cebpd	Cnot8	
Nr1d2	Tcf20	Pithd1	
Arhgap39	Ell2	Agpat9	
Pcdh20	Col1a1	Reln	
Fastkd1	Ovca2	Hal	
Parp3	BC022687	Eif4ebp2	
Ggt7	Cep128	Hoxd3	
Adam10	Asic3	Ttll3	
Hs6st2	S1pr3	Tph2	
Avil	Phka2	Psmb1	
Cdh10	Pdxk	Ppcdc	
Ddt	Snapc5	Rsu1	
Slc17a7	Skp2	Selk	
Znrf2	1700069L16Rik	Gypc	
St8sia1	Ston2	Ctc1	
Eif4ebp2	St8sia3	B9d1	
Nptn	B3gnt6	Slc25a30	
Med23	1810011O10Rik	E2f1	
Smap1	Dzip3	Gpr84	
Lzts3	Vegfb	Vprbp	
Cnbp	Defa-rs7	Arhgap35	
Synj2bp	App	Pou4f1	
Zfp521	Sema7a	Ttc9b	
Clcn5	Gpatch3	Dedd	
Wipi2	Ophn1	Efcab1	
Sfmbt1	Nptn	Brpf3	
Smco1	Nsdhl	Wnk1	
Prkcg	Pdgfra	Nbas	
Wwc1	Car11	Tmem130	
Echdc3	Slc37a4	Ddc	
Skp2	Tbc1d1	Zfp354b	
Lin54	Ptplad2	Reg3a	
Ttc39c	Wbp1l	Peak1	
Tmem14c	Parp3	Rab29	
Casc3	Ncoa4	Thbs4	
Atp2a3	H2-D1	Olfr870	
Vasp	Smoc2	Tlx2	
Prpf38b	Porcn	Ttll13	
Ap3m2	Coq6	Rab38	
Gng12	Il17rd	Msrb1	
Dysf	Bmi1	2700081O15Rik	
Lamp1	Pdlim2	Uspl1	
Gm10804	Atp6v1b2	Hhipl1	
Dtx1	Cdc42bpa	Grk6	
Egln3	Cd24a	Chtop	
Ppfibp1	Mttp	Boc	
4921524J17Rik	Slc50a1	Hectd3	
Nae1	Insig2	Prpf40a	
Col1a1	Gmpr2	Fgfbp3	
Fam114a2	Vash2	Dnmt1	
Rdh9	Cdc7	Chtf8	
Tekt4	Rnase2b	Trp53inp2	
Rhoj	Srsf7	Aff3	
Aqp9	Gm11681	Pogk	
Gtf3c5	Rnft1	Pramel6	
Ppl	Emc8	2210409D07Rik	
Exosc8	Fastkd1	Fgf23	
Slco2a1	Ackr1	Nme2	
Rhbdd1	Dph7	Chpf	
Ppp1ca	Ccdc74a	Cyp3a11	
Eif2ak2	Tmem159	Mark2	
Snrnp48	Asf1a	Sh2b2	
Nckap5	Sfmbt1	Aurka	
Dzip3	Diras2	Lyplal1	
Ophn1	Praf2	Cdr2l	
Nsdhl	Myh10	Sfxn2	
Fbxw21	Arl5b	Itga5	
Riok2	Nr1d1	Apex2	
Nacc2	Cetn2	Alb	
Gstcd	Toporsos	Cep131	
Pms2	Mocos	Fam19a1	
Stx17	Kptn	Sowaha	
Cd93	1810014B01Rik	Myo5a	
Pmaip1	Chtf8	Lrrc16a	
Eps8l1	Map4k5	St7l	
Gstt1	Paxbp1	4921525O09Rik	
Rnf181	Psmg4	Gng12	
Amdhd2	Tep1	Faim	
2010107G23Rik	Tspan2	Akap1	
Atxn7l1	6330416G13Rik	Osbpl10	
Snx24	Dpp3	Zc3h18	
Ddit4	Tbc1d2b	Id2	
Cd33	Esco1	Astn1	
Akap17b	Egln3	Zfp59	
Cdkal1	Pbdc1	Me3	
March5	Akap1	Tsr3	
Trim67	Ebpl	Slc25a37	
Ssbp4	Cep76	Bclaf1	
Phactr1	Medag	1700013G24Rik	
Tppp	Shroom1	Tspo	
Mpped1	Kcnk3	Atp6v0c	
Pop5	1700016K19Rik	Adam33	
Frat2	Trim2	Rnf141	
Plac1	Trpc6	Stradb	
Impg1	Plat	Asxl3	
Timmdc1	Bad	Tssc4	
Bcr	Foxp1	Rprd1a	
Ahi1	Hs1bp3	Prkg1	
Nfia	Plcb4	Rom1	
B3gnt6	Tmem151a	Aven	
Nid1	Ska2	Lce1h	
Ttll3	Peak1	Vps4b	
Trpt1	Tmem107	Ubr5	
Mapk8	Col6a3	Pus10	
Vps33b	Ppm1h	Emp2	
Dtd1	Nt5c3	Lsm1	
Tle3	Rps27	Lypd5	
Tmem223	Pogk	Cyp2c65	
Bcap29	Pkp2	Gm8579	
Pold2	Stx6	Luzp1	
Ccdc47	Tmem106a	Mrpl38	
Hmox1	Zfp830	Hic2	
Tkt	Dennd5b	Kmt2c	
Zcchc3	Ube2v2	Mtrr	
Cda	Bcr	BC026585	
Tmem86a	Ogfod3	Ddx46	
Nmral1	Bmp5	Ccl28	
Rilp	Ap3b1	Rsrp1	
Cbr3	Ndufb7	Litaf	
Atp11a	Cltb	Ptms	
Stox1	Cdk2ap1	Olfr64	
Fam229b	Pcdhb3	Gpd1	
Ap2a2	Myo9a	Sort1	
Lin52	Spag7	Mccc1	
Mccc1	Cdh10	Tmem134	
Spata18	Hexim1	Emr1	
Prkrir	Cda	Gucy1b3	
Slco5a1	Parm1	Col3a1	
Tpo	Rasl10a	P2rx4	
Snrnp35	Gid4	Ltbp3	
Cldn15	Cth	Ldlrad4	
Sfpq	Mob3b	Cmklr1	
Slc9a7	Glt25d1	Jph4	
Myh3	Zfp689	4732490B19Rik	
Ccl28	Bloc1s6	Tbca	
Phex	Lrrc16a	9530059O14Rik	
Rab4a	Scgn	Rfc3	
Acot9	Ppef2	Ifngr1	
Rab36	Edem3	Eppin	
Gm5124	Smim3	P2ry4	
Selo	Bdkrb1	1700042G07Rik	
Zfp3	Rnf138	Mapk10	
Lrp8	Lsm7	Papss2	
Tmem97	Tmem80	Chd1	
Cacna1d	Osbpl3	Plscr3	
Cd302	Endou	Rdh14	
Ddah1	Cdkl2	Efhd1	
Tspan12	Rpia	Gpr63	
Pea15a	Larp1b	Sod2	
Zfp287	Pknox1	Socs3	
Sycp2	Pcmt1	1500009L16Rik	
Ell2	Dcaf12l1	Fbll1	
Lypd6	Sh3glb1	Kcnip2	
Stt3b	Cst3	Dhrs1	
Pbx2	Slc37a3	Cryba4	
4833423E24Rik	Kcnc1	Sqstm1	
Slc7a10	Elk3	Slamf1	
Pgls	Psmc6	Mettl21a	
Samd14	Plk5	Ogfod1	
Pik3r6	Vps35	Unc45a	
Pgs1	Rfx8	Tmem100	
Il1r1	1110065P20Rik	Pianp	
Pofut2	Med9	Hrnr	
Xkr6	Tnfrsf25	4930543N07Rik	
Sgsm2	Ulk1	Echdc1	
Ly6g6e	Dynlt1f	Pnldc1	
Pcdhb19	Hebp2	Glcci1	
Secisbp2	Ptp4a3	4930503L19Rik	
C2	Rpl14	Arhgdib	
Notch4	Ptprd	7420700N18Rik	
Slc5a6	Ppfibp1	Rnf207	
Cnga2	Mdc1	Tmem128	
Sdc2	Il1r1	Arhgdig	
Ap2a1	Irak4	Mtm1	
Cdc40	Cenpu	Mga	
Igfbp1	Nr1d2	Gm12789	
Ppp4r1	Srp54b	Lyz1	
Sox13	Lamc2	Ypel4	
Nln	Sec14l1	Hook1	
Mfsd1	Wnt16	Vsx1	
Gas1	Sox9	Ralyl	
Hagh	Xrcc1	Magi2	
Dtnb	Adcy9	Sdsl	
Psmc6	Dap3	Cml3	
Bahd1	Smad7	5430417L22Rik	
Dap	Slc30a1	Sdhaf2	
Ptchd4	Ttc9	Obsl1	
L2hgdh	Inpp5a	Zcchc10	
Kcnq2	Znrd1as	Med8	
Csf2rb	Vps26a	Arhgap20	
Map3k9	1700019G17Rik	Cartpt	
Vcam1	Ap2a2	Gabra6	
Ankrd33	Med8	Usp6nl	
Dennd5b	Obsl1	Setd1b	
Tada2b	Rrbp1	Hes3	
Amdhd1	Spice1	Slit1	
Micu2	Alkbh1	Cdk4	
Tmem130	Sec14l3	Gpat2	
Aox1	Fdft1	Rnf152	
Smarcd3	Fam20b	Lrrn4	
Kdelc2	Magi3	Ndfip2	
Adcy2	Papd5	Frem1	
Urod	Desi1	Vasp	
Stag1	Usp20	Cd209g	
Epn2	Pfas	Ifnar2	
Ifngr2	Arhgap39	Ndufaf7	
Serf1	Mtap	Mtmr12	
Gucy1b3	Mtx2	Ccm2l	
Neu1	Pgam2	Eif1b	
Slc38a1	Prosc	Gnas	
Fn1	Fbxw5	Tex14	
