SFTU	SFRC	SFNC	SFRN
Tuba8	Rab1	Sowaha	
Ostm1	Wbp5	Zfp768	
Igsf8	Prkg1	Prss22	
Itfg2	Smarcal1	Rab11fip3	
Csnk1e	Ednrb	Spock1	
Tubb2b	Phf20	Nsf	
Gcnt2	Cdkn1a	Plekha8	
Snta1	9130019P16Rik	9130019P16Rik	
Nbea	Msl2	AI661453	
Zfp932	F8a	1700003M02Rik	
Pyhin1	Fzd5	Ss18l1	
Gmds	Dyrk2	Pnrc2	
Tmem47	Gm561	Wnt16	
Zcchc3	Timp1	Bin1	
Dsg2	Rab36	Oat	
Ptgfrn	Mfsd10	Slc2a2	
Rbm46	Gtf2e2	Fbxl14	
Stat3	Lum	Csrnp3	
Slc2a3	Galnt3	Rassf6	
A430108G06Rik	Hs1bp3	Tpst1	
Wdr13	Vcam1	Reck	
Napb	Slc16a11	Ndufs1	
Cyb561	Ykt6	Rsph6a	
Pla2g2d	Bin1	Ankrd2	
Gnas	Ptk2b	Igfbp2	
Cxcr4	Ccnh	Scn8a	
Rab3gap2	Kdelc2	Tbc1d2b	
Pip4k2a	Asxl3	Tyw3	
Cd33	Trpc6	Rasl12	
Ninj2	Ift43	Dbndd1	
Ap5m1	Arhgap6	Alcam	
Sdhaf2	Ccl27a	Cytl1	
Lrrc75a	AW011738	Rcor1	
Gpr115	Nppc	Dnah11	
1700016K19Rik	Elf5	1700016K19Rik	
Efnb2	Gpr61	Vstm2l	
Brwd1	1810055G02Rik	Gcsam	
Prkcb	Arid3a	Tead3	
Tmem74	Il1rapl1	Kcnh2	
Fxr1	Fam19a1	Tshb	
Heg1	Ak4	Rnf32	
Mbd5	Pi4k2a	Gng3	
Wfs1	Zfp932	Paqr3	
Chrdl1	Col4a5	Krt81	
Akt2	Fam13b	Pdgfrl	
Pde3b	Spcs3	Abca8a	
Midn	Fam26f	Amfr	
Clic1	Bcr	Ggct	
Prkdc	Cxcl5	Fadd	
Paox	Mctp1	Cbl	
Phf20	Elmod1	Pnmt	
Odf2	Il10rb	Slc6a20a	
G0s2	Rpl18a	Ttc28	
Gstt2	Hspa12a	Csdc2	
Ctla2a	Ccdc12	4930591A17Rik	
Ccdc12	Naa38	Dleu7	
Hk3	Trp53i13	Mfap3l	
D17H6S56E-5	Rdh11	Impad1	
Ccdc157	Pold3	Vpreb1	
Ifi30	Htatsf1	Crat	
Vgf	Scd2	Gm7173	
Mllt10	Ivd	Vps13c	
F8a	4430402I18Rik	Bex1	
Tssc1	Zdhhc22	Map2k5	
Pkmyt1	Gtf2e1	Pgam2	
Ush1c	Tmem107	Slc35f3	
Ttyh1	Tmem181a	Raph1	
Ttc9b	Cntn4	Chpf2	
Diap2	Mkl2	4930527J03Rik	
Cubn	Rsrc1	Phlpp1	
Nedd4l	Dram1	Pde7b	
Pnpla3	5830418K08Rik	5830428M24Rik	
Cmtm4	Lgmn	Pdzd3	
Cxcl5	Frem2	Sat1	
Gsta3	Sap30l	Gtl3	
Rab42	BC030499	Scgb1a1	
D17Wsu92e	Fbxo18	Oas2	
Smarcal1	Zfp703	Manbal	
Ccl28	Wasf1	Zfand1	
Atp13a3	Fhdc1	Sox7	
Abl2	Cyp11a1	Whsc1	
Trpc5	Pea15a	Gdpd3	
C77370	Npdc1	Klra2	
Tmem38b	D3Bwg0562e	Cct6b	
Cacna1d	Gal	Wfs1	
Sppl2a	Hnrnph3	Ltc4s	
Hnrnpl	Galt	Fam19a1	
Stard8	2610005L07Rik	Ifi30	
Obfc1	Rapgef5	Kif6	
Rasal1	Mina	Sspo	
Zswim7	Usp48	Rab18	
Usp48	Spint2	Kmo	
St8sia3	Cml3	Hcar1	
Camk2a	Synj2bp	Il1r1	
Mmgt2	Spsb3	Nedd9	
Etv6	Erap1	Fam132a	
1700006J14Rik	Taf8	Serpina11	
Spsb1	Rnf19a	H2afb1	
Lect2	Ap3s1	Lcor	
Napg	Dusp9	Npl	
Zbtb41	Tmem64	9030612E09Rik	
Bok	Ccne2	Zfx	
Plac8	Sema7a	Pth	
Ss18	Dnttip1	Fignl1	
Tgfbr1	Pigu	St5	
Sap30l	Phf10	Tdrd9	
Hsf1	Pik3ip1	Grm3	
Tekt5	Snapc5	Fes	
Dmrtb1	Isca1	4930425O10Rik	
Robo3	Layn	Ung	
Rbp1	Pgbd5	Dlgap5	
Mrps12	C1ql2	Thbs3	
Camkv	2610019E17Rik /// Rab26os	1700026L06Rik	
Gstt1	Klhl13	Pkib	
4933426M11Rik	Calhm2	Ranbp17	
Ocln	Cd302	Tcf25	
Grasp	Il33	Smarcd1	
Tyw3	Glt8d1	Tmco4	
Galt	Itga4	Cstf2	
Tmem14c	Trpc7	Cyb5r3	
Acadvl	1110017D15Rik	Usf1	
Tfcp2l1	Gpr27	Got1l1	
Ankle2	Sirpa	Tsga13	
Myo1b	Rassf5	Gm11681	
Atp5h	Krt12	N6amt1	
Wnt10a	Cox17	Amer3	
Ankrd28	Wwc1	Cds1	
Nfkb2	2700081O15Rik	Siva1	
Cmpk1	Ptpn5	Lipf	
Nucb1	Cdkl4	Frmd3	
Plekhm1	Capn15	Crx	
Cdip1	Mre11a	Jade2	
Spats1	Med22	Wdr44	
Klc3	Zfp511	Bnc2	
Stard3nl	Zc3hav1l	4930427A07Rik	
E4f1	Dhrs1	Ggta1	
Itga4	Specc1	Slc35e4	
Inhbb	Brd9	B3gat1	
Acvr2b	Fdft1	Lgr4	
Ccnh	Atp6ap2	Zfp78	
Cdc42se2	Fbxo25	Pdia6	
Pcolce2	Gm4926	Sost	
Slc26a4	Lrp8	Cramp1l	
Sf3a2	Fut8	Baalc	
Lor	Sirt5	Fcgr3	
Cyp11a1	Oprd1	Zar1	
Tnfrsf12a	Nhsl2	Msgn1	
Rnf152	Abhd15	Arl2	
Zfp961	Vasp	Il20	
Sh3bgr	Rsu1	Spire2	
Snhg11	Tnfrsf1a	Arl11	
Ctxn2	Nfia	Znrf3	
Donson	Ocln	G6pdx	
St3gal4	Pnrc2	Ppcdc	
Gimap4	Wdr41	Als2cr12	
Psmc6	Gpc5	Cntn2	
Anxa2	Drd4	Dlc1	
Rnf157	Ap1m1	Trim61	
Ptprg	Coro2a	Smc4	
Cdpf1	C2cd2l	Cd209b	
Psmb7	Ms4a6c	4933422A05Rik	
Cul7	Zak	Srd5a3	
Mum1l1	Naa35	Vstm2b	
Lmtk2	Psd2	Kpnb1	
Eef1a2	Nrgn	Srsf1	
Cd302	Mllt10	Pkmyt1	
Atp6ap1	Phlpp1	Epgn	
Nppc	Oxld1	Ccnc	
Pla2g4e	Akap8	Cyp2e1	
Dock8	St8sia3	0610031J06Rik	
Capn15	Nos1	Atpaf1	
1110038F14Rik	Itgav	4930478P22Rik	
Dlc1	Mrgpre	Cstad	
Atxn7	Slc37a4	Sftpa1	
Abcg2	Fam173a	Zfp703	
Sh2b1	Ltbp3	2810408M09Rik	
Gmip	Usp50	Chia1	
Epha8	U2af1l4	Alx3	
Prpf4b	Fbxw7	Mrps10	
Abca3	Msrb2	Chd9	
Rbm48	Ankle2	U2af1l4	
AI846148	Mtcl1	Ccdc71l	
Arpc1a	Gfra4	Boc	
Srsf2	Adamts20	Nucb1	
B3galt2	Dusp5	Me1	
BC030500	Cenpv	Ubp1	
Smug1	Zscan26	Sycp3	
Wnk3	A330008L17Rik	Rangrf	
Smim14	Tmem100	Rhoa	
Tnfrsf13c	Ulk1	3110001I22Rik	
Rtn4rl1	Ankrd33	Snrpc	
Lgals4	Nhlrc2	Csgalnact1	
Luc7l2	Hnrnpl	Arhgef39	
Ap1b1	Tbl3	LOC102632463	
Igbp1	0610037L13Rik	Ostf1	
Fgf3	Mib1	Slc25a10	
Inpp5f	Rgs17	P2rx5	
Gdi1	Myef2	Hip1r	
Zcchc11	Syce3	Las1l	
Hs1bp3	Akap17b	Il1f8	
Napepld	Atp8b2	Dusp18	
Tipin	Aqp4	1700013H16Rik	
Fam183b	Mmgt2	2810459M11Rik	
Sntg2	Btf3	Negr1	
Ttl	Nrarp	Sirpa	
B4galnt1	Ice2	Ccdc185	
Myh10	Tbx21	Ostm1	
Lgr4	Jrk	Prep	
Adcy8	Cda	Oxa1l	
Aldh9a1	Sdhaf2	Dand5	
Sh3bgrl2	Sertm1	Spdef	
Gp1bb	H2-Ke6	Igbp1	
Hmces	Mnat1	Plekho1	
Ubap2	Vstm5	Spsb3	
Apbb2	Rev1	Mpp3	
Boc	Bok	Gch1	
Fam20b	Agpat5	Map4k2	
Exd2	Ppat	Prss55	
4933427D14Rik	Ankrd46	Park7	
Cox20	Tbc1d10a	Gm11744	
Itpkc	Pla2g4c	Gpam	
Reg2	Mrpl3	1700019G17Rik	
Clip1	Ndufs7	Tvp23b	
Atp6v0c	Ppfia2	Syce2	
Naa38	Mapk8	Tecr	
Fam83f	Ccdc67	Hrg	
Ptprn2	Ret	Atp6v1b1	
Slc25a28	Slc1a3	2310030G06Rik	
Chn2	Gsg1l	Nmt2	
Nhlrc2	Nap1l3	Pitpnm1	
Nos1	Lrrc75a	Kdm4d	
Fancl	Fam217b	Inhbb	
C2cd2l	Zfp580	Mlana	
5430417L22Rik	Rbm39	Rbm15	
A830018L16Rik	Ssbp4	Trim60	
Kctd14	Abcb10	Popdc2	
Cnppd1	Selm	Havcr1	
Wscd1	Ggta1	Cc2d2a	
Leprotl1	Eno3	Adamtsl5	
Tspan32	Vipas39	Mmp8	
Mrpl13	Slc18b1	Rhoc	
Lman2l	Xiap	BC017643	
Ppp1r14c	Ralyl	Brms1	
Mapk1	Nxn	Elmo2	
Uqcc1	Plac8	Pdzd4	
Minpp1	Lbp	Endod1	
Amy1	Mtx3	Ankrd24	
Nup160	Dazl	Wbp1l	
Znrd1as	Polk	Cdc42se2	
Tecr	Timm9	Fancd2	
Nme2	Mbd1	Ccpg1	
Phgdh	Apaf1	Ptgds	
Nfia	Gcnt2	1500015O10Rik	
Krt1	Cd81	Rnf138rt1	
Atp6ap2	Ctsc	Crcp	
Nkiras2	Srsf1	Arhgdig	
Ttll9	Trim30a	Spata13	
Pim1	D17H6S56E-5	Ktn1	
Rasl10a	BC065403	Sf1	
Dand5	Scrt2	Inha	
Fam193b	Snhg11	C2	
Naa20	Bcl7b	Sox21	
Efnb1	Atp13a4	Nol12	
Sec14l1	Gclc	Abce1	
Gm13238	Polr3gl	Mapk8	
Med13l	Nubp2	2610018G03Rik	
Ankrd24	Gpr176	Lrp1b	
Cdc123	Anapc13	Naa40	
Atp11b	Pde1b	Nicn1	
Jak3	Slc25a46	Cmip	
Mrgpre	Prps1l3	Trp53tg5	
Spint2	Nme2	Cox18	
Gtf2e1	Sipa1l2	Clec4g	
Psma5	Abca5	Pde11a	
Slc1a3	Adra2a	Anxa6	
Rgs13	Ddx21	Tnnt2	
Pls1	Rfxap	Cbx3	
Hcls1	Eif3h	1700039E15Rik	
Tbc1d2b	Arl5b	A330050F15Rik	
Cog4	Slc45a1	E2f6	
Cyp2d34	4933404O12Rik	Wee1	
Ninj1	Pfkfb3	Mina	
Slc25a46	Zfx	Phf6	
Ednra	C1ql3	Dpm3	
Plbd2	Wnk3	Ccdc158	
Gclc	Immp2l	Npat	
Ctc1	Pik3r1	Slc38a10	
Unc80	Gabra5	Nptx2	
Cd2ap	Gpr180	Zcchc11	
Ddx21	Cdon	Txnrd3	
Tmtc3	Polr1b	Isoc2b	
Fignl1	Pou6f2	Adamts20	
Rsu1	Sipa1l3	Mrgprb1	
D3Bwg0562e	P4ha3	Ppp6r1	
Ctsh	Kat2b	Napb	
Akap8	Zgpat	Il20rb	
Chsy1	Glt25d1	Atp5h	
Tmppe	Sqle	Thyn1	
Cpne4	Ctsz	Itga2b	
Cd14	Ago4	Adamts19	
Usp13	Anp32a	Marc2	
Capza2	Bloc1s5	Gm14169	
Exoc6b	Ppp2r3c	Lsm12	
Krt12	Cpsf1	Prss54	
Phex	Kcmf1	Pnliprp2	
Dst	Drap1	Psrc1	
Itgb1	5430435G22Rik	Flnc	
Prr13	Net1	1700025G04Rik	
Cntn4	Clmp	Tpcn2	
Rasl12	Arhgef11	Cldn2	
Dpf3	Trpc5	Erich3	
Cdkn1a	Cntn3	H2-D1	
H2-Ke6	Snw1	Snrpa1	
Rpl7l1	Med8	Arsi	
Hspb11	Tmem41b	Wdr5	
Nat14	Ttc12	Nup88	
Lefty2	G0s2	Mgat5b	
Prss39	Gpatch2l	Rnf148	
Tubgcp3	Rimbp2	Hmgb3	
Rgs2	Txndc12	Gabrg3	
Aldob	Top1mt	Ndst1	
Pir	Smpd1	Dpf3	
4933431E20Rik	A430093F15Rik	Isca1	
Zfp653	Fgl2	Luc7l2	
Ccm2l	Thsd7b	Ttll12	
Aqp4	Ptprg	Bche	
Hs2st1	Slc7a10	Ccno	
Rspo3	Mien1	3300002I08Rik	
Plcg1	Hey2	Tyrobp	
Mif	Dsg2	Ccne2	
Isy1	Cnppd1	Gal	
Wwc1	Mettl14	Ndnl2	
Rab32	Yif1b	Vax2	
Ret	Lcor	Cdpf1	
Map2k2	Rbm46	Srsf2	
Tcf20	Prkrir	Lamp5	
Timp1	Slc25a13	Seh1l	
Ppargc1b	Tuba8	Mc2r	
Ivd	Rab3gap2	Rnf133	
Mecr	Stradb	Igsf23	
Fes	Hsd3b1	Zfp691	
Gpr64	Fgfbp1	Idi2	
Lhx2	Jak1	Adm2	
Nsf	l7Rn6	Dpy19l3	
Zfp142	Ccnd1	Thbs2	
Galnt18	Ahnak2	Map1lc3a	
Cers6	Ajap1	Tssc1	
Fam13b	Wrap73	P2ry4	
Fzr1	Stat3	Prkcg	
Serac1	Syn2	Fkbp8	
Tvp23a	Blmh	Ggt7	
Nfs1	Notch4	Fam20a	
Adss	Eng	Gtdc1	
Sh3gl1	Flna	Rad9a	
Scgn	Stard8	Doc2a	
Nfkb1	Snapc4	Yars2	
Zfp598	Rangap1	Slc16a11	
Adipor1	Ankrd55	LOC102638080	
Ralgps1	Rpl7l1	5430402E10Rik	
C030046E11Rik	Ttc17	Gpr84	
Lingo1	Ak5	Gemin5	
Asb4	Dpysl5	Onecut1	
Atxn1l	Prpf4b	Macf1	
Cplx1	Ppp2ca	Cdkn3	
Fam134a	Lrrc6	Ubn2	
Nrxn3	0610011F06Rik	Ttll11	
Slc25a30	Tmem14c	Chrnd	
Tspan17	Stxbp5l	Sidt1	
Atp2b2	Lsm12	Cspp1	
Gpcpd1	Cacna1g	Med13l	
Adamts3	Tpst2	Vnn3	
Adamts6	Kmt2d	Csgalnact2	
Klhl15	Slc39a2	Ptpn18	
1600012H06Rik	AI846148	Cenpv	
Dbf4	Cdyl2	Bcs1l	
Gm715	Ptn	Daw1	
1700048F04Rik	Fndc3b	Pcsk6	
Stoml2	Ntsr2	Gba	
Pola1	Frem1	1700010B08Rik	
2810459M11Rik	Cemip	Il1rapl2	
Fam163a	Notch3	Slc25a45	
Cited2	Dok7	Dapk3	
Tyrobp	Bet1l	Zfp111	
Rell1	Trappc4	Gpr146	
Sorbs1	Slc38a10	Sirt5	
Rbmxl1	Slc30a7	Kif12	
Pithd1	Cdk5r2	Bik	
Wrap73	Pvrl4	Spata17	
Ly6e	Styx	Man2b2	
Trmt11	Atxn1l	Coq2	
Irgm2	Pls1	Plekha3	
Ccnf	Nat14	Alad	
Pom121	Fbxl16	Cobl	
Dimt1	Scn9a	4930550L24Rik	
Gcfc2	Atp13a3	Hat1	
Dock10	Lor	Ctps	
2610005L07Rik	Tln1	Glis3	
Fam53c	Rfx5	Tuft1	
1700113H08Rik	Fam53c	Ptpla	
Tnn	Ubap2	Ccl24	
Scn2b	Cobll1	Phldb2	
Cdc40	Rhoj	BC030500	
Asxl3	Cpxm1	Ccdc138	
Stxbp5l	Sprn	Ambn	
9230114K14Rik	Tubb2b	Xpot	
Usf1	1700113H08Rik	Cebpa	
Zar1	Cln6	Dhx29	
Mdn1	Pknox1	Gm20556	
Fam189a2	Dnajc1	Cds2	
Zglp1	Bicd2	Naalad2	
Macf1	Sh3glb1	Tmem150cos	
Cd200	Papss2	St8sia6	
Tmem151b	Tmbim4	Bmp10	
1810062O18Rik	Tsr2	Ralgps1	
Ice2	Lrch3	4930556N13Rik	
Dnaja1	Ptp4a3	1810055G02Rik	
Ppa2	Itpkc	Atp11b	
Brms1l	Eri2	Efcab14	
Mnat1	Eif2ak3	Pcbd2	
Sat1	Nim1k	Adra2c	
Tmem107	Mrpl13	Mtmr11	
G3bp1	Htatip2	Ipo8	
Pts	Adss	Asb16	
Lrp8	Zfp961	Gm12888	
Fcgr2b	Bod1	Ascl2	
Dctpp1	Grm8	Barhl1	
Stmn2	Zmat4	Pttg1	
March5	Sec16a	Cercam	
Ttpa	Phgdh	Tm2d1	
Dhrs1	Dtymk	Tcerg1	
Star	Spin2c	Myh14	
Brd9	4933427D14Rik	Tmem159	
Amhr2	Endou	Golt1a	
Gstm5	Dirc2	Krr1	
1810012K16Rik	Epha8	Fam210b	
Pdzd4	Mvd	Kcne1l	
Flad1	Acp2	5730460C07Rik	
Dusp12	Ccm2l	Galr2	
Nicn1	Tgfb3	Gatsl3	
Ube4a	Kif26b	2610019E17Rik /// Rab26os	
Ndst1	Myo1b	Gm9789	
Rock1	Rph3a	Minpp1	
Cript	Rsrc2	Socs7	
Vstm5	Slc52a2	Rbp4	
Uhrf1bp1	Zfp937	Utp6	
Ptpdc1	Rnf8	Edn1	
Gucy1a2	Hoxa5	Ophn1	
Ccng2	Gabrb1	Nxph2	
Eri2	Trpv2	Zdhhc15	
Slc35a1	Hsf1	Ctrb1	
Ktn1	Kctd13	LOC102640387	
Pld2	Atp6v0c	Tnfrsf9	
Nploc4	Gp1bb	Prkdc	
Fam84a	Msn	Syt10	
Ctsz	Zbtb41	H1fx	
Mphosph6	Tmem151a	Gm5083	
Rsrc2	Slc2a3	Hmgb4	
Smco3	Nedd4l	Bsn	
Chchd1	Cript	Cep131	
Marf1	Slc31a2	Mif	
Ttll4	Ptpla	Vmn1r11	
Acot3	Mdm1	Kif22	
Thrsp	Urah	Rgs10	
Ak5	Nudt16l1	Nek3	
Naalad2	Col1a1	Mien1	
Adam8	Cmpk1	Lysmd1	
Camsap2	Clgn	Wdr62	
Chst7	Scn2b	Pappa	
Ccdc47	Shpk	Slc4a10	
Tgfb1i1	Aldob	Frmd4b	
Rbp4	Angpt2	Tmem139	
Rpl18a	D10Bwg1379e	Pou2f1	
Scn3a	Alox8	2210015D19Rik	
Eps15	Lax1	Cmbl	
Mre11a	Pip4k2a	Pgls	
Ina	9230114K14Rik	Rftn1	
Frem2	Dennd1a	Dus3l	
Arsi	Col23a1	Nhsl2	
P2rx5	Mut	Pcsk2	
Rcn3	Ccl17	Gsg1l	
Hba-x	Nfil3	Tacc2	
Slitrk2	Nacc2	Klk9	
Fam3c	Mmd2	Actl10	
Wasl	Ly6e	Anks1	
Ap1m1	Ptprd	Ltbp3	
Dyrk3	Impad1	Atg13	
Sfmbt2	Capg	Cdc42ep5	
Bbs12	L3hypdh	4930579G24Rik	
Ppm1e	Ccl12	Rps19	
Noc3l	Mecr	Gxylt1	
Col4a3	Vwa8	Cdr2l	
Gtf2ird2	Gm715	Srsf3	
Rab40b	Sorbs1	Cd200	
Dlgap5	Slc37a3	Specc1	
Rcsd1	Msl1	Ppm1l	
Fam126a	Exosc8	Zfp637	
Eif4e3	Nabp1	Opn4	
Ift80	Bex1	3110002H16Rik	
Zfp952	Obsl1	Pstpip2	
Gas5	E4f1	Mamdc4	
Sost	Txlna	Mixl1	
Taf4a	Hspb6	Plec	
Hhatl	Pet112	Prmt3	
Prim1	Cdc42ep3	Neurog1	
Pcm1	Gria1	Xpo1	
Sh3glb1	Krt1	D130043K22Rik	
Fhdc1	Kri1	Tmem8	
Sohlh2	Thrsp	Stradb	
Zfp2	Aifm1	Tmem230	
Tstd3	Hps4	Spock3	
D630023F18Rik	Mn1	Mybpc1	
Plec	Slc38a3	Asb6	
Efcab1	Syde2	Pip4k2a	
Zmat4	Tstd3	Prkrir	
Kcnk6	Zfp444	Trak2	
Zfp580	Ccdc157	Slc35d3	
Rbm47	Pik3r6	Trim40	
Efemp2	Lamtor3	Tmem212	
Mbnl2	Wrap53	Slc11a1	
Rsrc1	Srgap1	Actc1	
Mtm1	Gcnt1	Gm17750	
Frrs1	Stard3nl	Lgmn	
Slc23a1	Bahd1	Tmem38b	
5430435G22Rik	Gimap6	Htr1b	
Bms1	Rcn1	Nrbp2	
Ttc17	Chst12	Zfp651	
Fem1b	Fam203a	Kcnj16	
Dbh	Hic1	Mtm1	
Capns1	Trim44	Ankrd34b	
Map4k2	Mapre1	Slc2a3	
Arhgap36	Gstcd	Bbs1	
Lix1l	Ikzf4	Miip	
Kif12	Chpf2	Camk2n2	
Ndufs1	Tle3	Prr5	
Kcmf1	Fam20b	Gm11651	
Dtx2	Gdpd2	C3	
Litaf	Scd1	Cfi	
L3hypdh	Sntg2	Zfp365	
Fam122a	Cdh4	Npc2	
AF251705	Usp54	Trim17	
Trappc4	Ttpa	Snrpn	
Banp	Churc1	Bex4	
Bcl7b	Siva1	Hoxd9	
Abcb4	Tbc1d25	Iyd	
Myo1e	Osbpl5	Dpep1	
Ago4	Rffl	Ccdc157	
Metap1d	Pogz	Lta	
Sema7a	Map2k2	Samd4	
Zswim5	Pygo1	Zfp930	
Amigo1	Cacna1c	Kat2a	
Phf2	Prrx2	6430628N08Rik	
Crls1	Prkdc	Marveld2	
Churc1	Dnhd1	Alkbh5	
Chtf8	Cers6	Tubb2b	
Tmem196	Spats1	Lin7a	
Xkrx	Plvap	Bcat2	
Slc14a1	Scgn	Drap1	
Gpr27	Sufu	AW011738	
Slc26a10	Cacna1e	Clec4a2	
Ggct	Ccdc71l	Zfp385c	
Slc24a2	Klc3	Cd5	
Frmd4a	Efemp1	Uhrf1bp1l	
Lrrc6	Zswim5	Gm20324	
Pde7a	Pts	Neurl1b	
Stt3b	Tmem38b	Usp32	
Nmbr	Riiad1	Aifm3	
Clrn3	Nudt18	Usp36	
Rbm41	Tpst1	Ttc38	
Nrgn	Arpc1a	Mybl2	
Slc25a26	Itgb4	Asb4	
Npl	Atp2b2	Spr	
Npy2r	Zc3hav1	Gm10505	
Phactr3	Mreg	Tmem41b	
C2	Napb	Rasip1	
Ap3s1	Gpr75	Prame	
LOC102639781	Sf3a2	Nudt13	
Tgif2	Spidr	Eps8l1	
Zmym1	Dbf4	Bcas3	
Abcd3	Srd5a3	AI662270	
Cpa6	Cxcl14	Smoc2	
Pias4	Gbp3	Capza2	
Cyb5d1	Hpn	Ptf1a	
Fnbp1l	Tnik	Hoxb6	
Pcdhb19	Tdrd3	Lrrc27	
Ppfia2	Smc2os	Tbrg4	
Rrs1	Ercc6l2	Exosc2	
Herc3	Arr3	Vmn1r14	
Mrps35	Fam101b	Lrfn5	
Msh3	Rbm33	Myo1d	
Cdk19	Sostdc1	Cldn22	
Ift81	Spock1	Siae	
Phf1	Sema5a	Prickle2	
Casq1	Sec14l1	Tcl1b1	
Ppp2ca	Golt1b	Fank1	
Mvb12b	Tspan32	Anapc10	
Naa35	Epc2	Gatm	
Galnt6	Ppa2	Cox4i2	
Bcr	Acot7	Nxn	
Gas2	Ostm1	Nans	
Olig2	Nkiras2	Tsen15	
Galm	Ccdc57	Acta1	
Rpusd3	Odc1	Tipin	
Hpn	Tubb4b	2700049A03Rik	
Hspb6	Rtn4rl2	Mtr	
Zfp282	Slc17a5	Pank4	
Slc35a3	Grin2c	Hrc	
Pcdhb21	Stxbp6	Cldn14	
Gpatch2l	Snrpc	Ppm1e	
Vsig2	Kif18a	Rhod	
Dlgap1	Taf4a	Dsc3	
Fntb	Tbl2	Fem1b	
Zfp385c	Stard4	Rhof	
Fry	Rell1	Spag4	
Wee1	Csad	Mccc2	
Sh3glb2	Kif1c	Rbmxl1	
Zdhhc22	Cep170	Tnfsf13b	
Ttc28	Pla2g4e	Sphkap	
Hook1	Sdr42e1	Pbx2	
Fbxo5	Tssc1	Chrna9	
Agpat5	Trmt1	Arhgap6	
Caprin2	Anapc5	Dnajc17	
Sox9	S100b	Peli1	
Gpr180	Tvp23a	Nfkb1	
Ifitm3	BC048546	Rtbdn	
Prdx2	Chn2	Ift81	
Rab3ip	Hmbs	Tmed9	
Pptc7	Fam45a	Slc6a20b	
Atp13a4	Dnmt1	Il6ra	
Hist2h2aa2	Gcfc2	Smco1	
Fgl2	Grifin	Mael	
Snw1	Plod1	Glrp1	
Mon2	Btrc	Dock1	
Nol4	Stx1b	Zic1	
Zmiz2	2810428I15Rik	Pithd1	
Sfrp2	Fip1l1	Ndrg3	
Edem1	Map3k6	Fbxl7	
Rcn1	Sh3bgrl2	Hsd17b7	
Layn	Osbpl10	LOC102633805	
Gdpd1	Tatdn3	4930500F04Rik	
Ofd1	Zfp418	Bmx	
Vamp4	Stoml2	Gucy1a3	
Usp54	Setd1b	Uhrf1bp1	
Mmaa	Dlgap1	Acad12	
Kcnq1	Foxo1	Tmtc2	
Aqp11	Qrsl1	Enpp3	
Map3k1	Skp2	Cenpw	
Tmem200c	Rab22a	Clip1	
St3gal5	Cryz	Mfsd7b	
E230016M11Rik	Magi2	Amn	
Lmnb1	Nisch	Brms1l	
Cryz	Rock1	Pcdh9	
Nat10	Cyfip1	Dimt1	
Mcmbp	Osbpl11	Banp	
Mylip	Med30	Gm15708	
Zfp365	Irgm2	Gucy1b3	
Rffl	Csdc2	Prss44	
Racgap1	Ptprn2	Hk2	
Msrb2	Actr10	Fgf8	
Tmbim4	Ppfia4	Rbm48	
Ipo4	Abcc5	Stk32b	
Rgs3	Nab1	Cdc123	
Gabrb1	Rbm48	Selm	
1700019G17Rik	Med23	Il17b	
Syngr3	Idh3g	Galnt3	
Snrpf	Ints7	Lct	
Comt	Tmco5	Akirin2	
Sprn	Fhad1	Tmem9b	
Ift43	Wdyhv1	Masp2	
Prkg1	Cnot2	Lhb	
Fosl1	Dst	Rnf17	
Slc22a4	Usp22	Lyve1	
Efemp1	Gnaq	Myh11	
Zscan26	Fnbp1l	Slfn9	
Srebf2	St3gal5	Ccdc114	
Cux1	Fam134a	Zfp760	
Sord	Pus3	Npas3	
Scrg1	Fgf3	Prtn3	
Cacna1c	Hspb11	Isy1	
D430019H16Rik	Pycr2	Fgf3	
Frat2	Atf3	Cdt1	
Fam45a	Fam171a2	Tuba8	
Atp8b2	Ankrd9	Hiatl1	
Slc25a45	Gdi1	Impa2	
Wasf1	Tcf20	Fabp4	
March3	Kcnk2	Arpc2	
Vasp	Ap2b1	Cfb	
Ahi1	Btc	Nedd4l	
Spry2	Ankrd13d	1700008O03Rik	
Jak1	Fbxo16	Gpr165	
D630045J12Rik	Cox20	Slc22a6	
Dicer1	Rhou	Ankrd10	
Pmf1	Cep41	Syt16	
Adamtsl4	Magee1	Cd40lg	
Pi4ka	Irak1	Nipsnap1	
Pcca	Fam53b	Inpp4a	
Flrt1	Tmppe	Lce1d	
Ppfia4	Simc1	Klc3	
Marc2	Zdhhc18	Tbl1x	
Il21r	Ube4a	Dcp1a	
Eid1	St8sia4	Mrps14	
1300017J02Rik	Pnisr	Prkx	
Fam120b	Wfs1	Atp8b4	
Lcmt1	Racgap1	Plat	
Idh3g	Marf1	Sgk3	
Slc35f2	Zadh2	Ehbp1l1	
Polr3gl	Pkmyt1	Spag8	
Papss2	A830018L16Rik	Slc24a2	
Arfgap3	Ufsp1	Mbd1	
Tln1	Clybl	Hsbp1	
Kif18a	Polr3e	Hipk3	
Tdgf1	Esco1	Il12a	
Usp22	Ptpdc1	Pramel7	
Hnrnpd	Ptrh1	Dhx34	
Acot2	Pogk	Pla2g4e	
Robo1	Glce	Hpse	
Limch1	Tceal1	Gdi1	
Fgf10	1700016K19Rik	Phf10	
Sos2	Cd248	Rad51	
