XFTU	SFTU	SFRC	SFNC	SFRN
St5		Cbx6	Alg10b	
Macf1	Asl	Akirin2	Man2a1	
Zfp677	Serpinb8	Rpl21-ps1	Smurf1	
AI413582	Casp9		4921531C22Rik	
Tapbpl	Tsga14	Gm6404	Hint2	
Elmod3	Brsk2	Arfip2	Rpl7a	
Stag1	Ddx55	Lrrc3b	Atp6v0d1	
Tmed8		Gabrb3	Cldn5	
Dnajc8	Tmed4	Camsap1	Tmem38a	
Rap1gap	Ccna1	Tmem97	Tppp	
1190002N15Rik	Sfxn3	Adra1a	Nde1	
Scaf11	Wisp1	Nfil3	Atg4c	
Bri3	Alas1	BC029722	Trp53bp2	
Lrrc8d	Lcat	Ogfr	Atp1b1	
Gabra3	Bex2	Abcb9		
Arfgef1	Btg1		Zic3	
Rin1	Fgf23	Lcat	Bzw2	
Tmem229a	Dync1li2	Cntfr	Zc4h2	
1810009A15Rik	Anxa5	Eif3j	Cpxm2	
Nsa2	Fryl	Xrcc1	Mdh1	
Rbm5	Scarb2	Rpl10a	Hddc2	
Actr1b	Tbc1d8b	Gm9790		
Mtfr1	Zfhx2	Sh3glb2	Bglap-rs1	
Phlpp1	Fbxl21	Pnma3	Ankrd27	
Cd24a	Pex5	Cdc42ep4	Cxcl14	
Kcna3	Dpagt1	Pknox2	Rhobtb2	
Cxcl14	A2ld1	Nek6	Nr3c1	
Acadm	Ywhaz	A330021E22Rik	Zscan22	
Atp6v1h	Mtf2	Slc23a2	Sdf4	
Spnb3	Rps24-ps2	Hdgfrp3	Gpr133	
Aqp2	Ddx24	Apoa1bp	Ddx24	
Kras	Bcl6	Itm2b	Frmd4b	
Smc2	Atp6v1d	Snrpd2	Cno	
Nfyb	Alkbh2	Cct4	Twf2	
Map3k4	Smurf1	Dpf1	1700040I03Rik	
Gm9104	Rnf152	Tnfrsf11a	Sec62	
Mybpc1	Gal3st4	Pla2g3	Ap2s1	
BC003331	Map3k5	Slc9a1		
Dis3	Bud31	2900092E17Rik	Chrm3	
Nup133	Dynll2	Gabra3	Hivep2	
Stx4a	Hyal2	Apoe	Fbxo45	
Pold1	Mbtps1	Inppl1	Ppfia3	
Fam102a	Map3k8	Rpl35	Nlgn3	
Prex2	Tceal3	Gal3st3	Ctsl	
Ddx27	Mrpl40	Maged2	Mark4	
Slc18a2	Rpl26	Ptpn9	Sorl1	
3110043O21Rik	Mina	Taf10	Pdcd4	
Gnb2l1	Uggt1	Pts	2610035D17Rik	
Wsb2	Mtap7d1	1600002H07Rik	Rgs11	
Atf7ip	Frmd5	Hax1	Gucy1b3	
Dmrtb1	Magoh	Srp68	Foxp2	
Nrxn3	Fgf9	Kcnab3	Cacnb3	
Fbxo42	Hddc2	Phlpp1	AI464131	
Kcnj9	Dlat	Timp1	Cdc14b	
Mars	Triobp	Msto1	Akt3	
Nmnat1	Elk3	Grm1	Ddx19b	
Atrx	Smyd3	Pcnp	Efna1	
Hr			Anapc11	
Evpl	Prdx3		Pecr	
Amdhd2	Cox6b1	S100a13	Fars2	
Mgst3	Gmnn	Fam53a	Nfs1	
Flrt1	Tceal5	Zfp956	Sfxn3	
Rasl11b	Ppip5k2	Nlgn3	Tap2	
Bola2	Ephx3	Was	Wdr6	
Nudt3	Appl1	Tmeff1	Pisd	
Il27	Zfp866	Spcs3	Aanat	
Cpm	Dusp1	Ccs	Tceb2	
Abcd2	Mul1	Kcnk10	Rap1gap	
Obfc2a	Sh2b3	Dlk2	Acbd6	
Spag4	Gcsh	Pcbd1	Akirin2	
Klhdc3	Selk	Mrps2	Lphn1	
Lrrc3	Syncrip		Abcb4	
Cdc42bpg	Lrrc48	Ttc14	Nrm	
B4galt4	Gm5868		Them4	
Aktip	Nup153	Ppapdc1a	Lman2	
Atp5j2	Cog4	A230051G13Rik	Tmem97	
Scamp1		Map2k3	Pllp	
Clptm1	Abca7	Jmjd7		
Chrna1	Grm1	Dpagt1	Gemin4	
D2hgdh	1810037I17Rik	Snca	1810010H24Rik	
Mxd1	Nubp1	Psmd12	Robld3	
Smarcd3	Ttc14	Pcsk5	Pold2	
Tcf12	Itpk1	Magi2	Plk5	
Slco4a1	Agrn	Rplp0	Bckdha	
Rab35	Mosc2	Cdh22	Npas2	
Vps41	Uxs1	Habp4	Phactr1	
Timm44	Slc46a1	Adamts17	Fsd1l	
Eif3j	Rnpepl1		Tns3	
Orai3	Pknox2	Hs3st4	Csrnp2	
Cradd	Rab11fip4	Scand1	Acvr1b	
Mbnl2	A230051G13Rik	Zfp90	Fdxr	
Eif3c	Ercc8	Glg1	5830454E08Rik	
Elavl1	Ankrd42	Btbd17	Sympk	
Trim33	Nr4a1	Gm6813	Tomm40l	
Pcdh15	Kcnq5	Aktip	Lrrc8d	
Serpinb8	Tnfrsf11b	Sh2b3	Rcbtb1	
ND2	Hint2	Casp9	Prkdc	
2610528E23Rik	Timp1	Arntl2	Pip4k2b	
Gm9104	Glt28d2	Zbtb9	Nek3	
Stk11ip	Zbtb5	Dnajc17		
Mgst2	Apoe	Anapc16	Paxip1	
Cpxm2	Gm1006	Pomp	Rpl35	
AW551984	Sbf1		Cdc42ep4	
Tnks	Ogfr	Cc2d1a	Igfbp3	
Doc2g	Gm6404	Hint2		
Csnk2b	Rac3	Ppapdc3	Galntl6	
Scube3	Snhg3	Pgm5	Trp53	
Zfp187	Gm8054	Tacr2	Ttc19	
Stk33		Gja1	Reln	
Impdh1	Cdc42bpg	Fam160a1	B230120H23Rik	
Atg4b	Eapp	Tmem115	Jmjd7	
Surf2	Cwf19l2		Rab27b	
Ovca2	Lmln	Apex1	Dnmt3l	
Nol4	Llgl2	D17Wsu92e	Fbxo8	
Tlr12	Glg1	Xrcc4	Itsn1	
Lamc2	Fst	Bhlhe40	Gal3st3	
Rab13	Mgst3	Arhgap39		
Foxg1	Pvalb	Ankrd27	Smad6	
Atp5e	Peli1	1810037I17Rik	Hrsp12	
Cdk2ap1	Mrps33	Acvr1c	LOC668917	
Ctdnep1	Tbca	Pou6f2	Cap2	
Git1	Igsf1	Gpd2	Ppip5k1	
Clip4	Rhoa	Prim1	Xirp1	
Fam134b	Crlf3	Reln	Prss23	
Pi16	Lrrc3	Cdk5	Mia1	
Adamts8	Ext1	Rasgef1b	Tmem37	
Stab2	Relb	Arl9	Serpina3b	
Unc13d	Gtf2e1	Unc13b		
Ei24	Wars	Tgfb3	Otud1	
Lingo3	Pip5kl1	Trim33	Sqrdl	
Cadm3	St6galnac4	Tnfrsf21	Acvr2a	
Rhobtb1	Etv4	Ppm1e	Trpm3	
Cntn6	2610039C10Rik	6720456B07Rik	Calb1	
Mpp5	Clec11a	Gcc1	Tcte1	
Stk17b	Hs3st4	Acvr2b	Magoh	
Marcksl1	Zfp78	Npas2	Aagab	
2610318N02Rik	Rpl31	Nasp	Pip5kl1	
	Ash1l	Acvr1b	Vps33b	
Ptp4a1	Nudt9	Sdf4	Ezh1	
Med28	Tnfrsf21	Nisch	Otud7a	
Trp53bp2	Rasal2	Cox5a	Arf4	
Atp6v0e	Spon1	Clec11a	Rybp	
Rps27	Dmrtb1	Rac3	5330417C22Rik	
Ncrna00085	Lor	Bud31	Rpap1	
Snw1	Sntg2	Mapk13	Taf9	
Taf3	Pacsin3	Tom1	Pcsk5	
Ift172	Map2k6	Nhp2l1	Kcnma1	
Adprhl2	Pold2	Smc4	Abl2	
Epn2	Traf4	Prok2	Ninj1	
Mterfd2	Ccnf	Tbkbp1	Spef2	
Scn1b	Mrps21	Arl8a	Oxtr	
Eif1a	Pla2g3	Nudt9	Plekha2	
Calu	Spast	Kdr	Rpl21-ps1	
Psmb6		Rae1		
Zfp760	Gck	Zcrb1	Vat1l	
Emx2	Nisch	Mocs1	Tshz2	
Rpl21-ps5	4921531C22Rik	BC034090	Rps27a	
Dhx57	Dll1	A830080D01Rik	Pla2g5	
Tspan5	Trp53	Shroom1	Cntfr	
Sept8	Gja1	Akt3	Wrap53	
Casp14	C4b	Dusp10	Ino80e	
1300018I17Rik	Lhfp	Pcdha12	Sdc2	
Nsmce1	Ebi3	Spef2	0610007L01Rik	
Dgcr14	Th1l	Ube2v2	Maged2	
Ergic1	Fam69a	Rpl7a-ps8	Tmem173	
Mxra7	Hsd3b7	Spon1	Dusp1	
Traf1	Rbfox3	Gm6994	A2ld1	
Cd52	Pyroxd1	Tubb3	Tmem115	
Rps5	Stmn2	Mllt6	Cdk5	
Xrcc4	Mbnl2	Plcb3	Crlf3	
Acot10	N6amt1	Dock4	Ppm1e	
Tmem98		Rit2	Ppdpf	
Rasd1	Srpk2	Hist1h2ba	Drg2	
Spint1	Aldh8a1	Cycs	Tub	
Pdcd4	Wipf3	Klc3	Ifih1	
Magi3	Gria2	Coq4	Dnahc2	
Prrt2	Lgi1	Tsc1	4933439C10Rik	
Dcps	Gal3st3	Slc26a11	Rpl30	
Noc4l	Sfrp1	Irak1	Tspan7	
	Asxl2	Ddx55	Kcnk4	
Ikbkb	Atrx	Dtx1	Plau	
Cgrrf1	Arhgef16	Dpysl2	Nup93	
Lrrc49	Eps8	Rps5	Nsmce1	
Plxna2	Gm14496	Appl1	Tdp1	
Dmrta2	Ube2v2	Rgs8	Lgi4	
Rragb	Chrna1	Taf10	Slc8a3	
Rpl7l1	Cxcl12	Gch1	Prps1l3	
Rdbp	Gm10639	Ddx24	Ppap2c	
Map3k9	Rrbp1	Ddah2	Fdx1	
Ralgapb	Nmbr	Psmb2		
Sqstm1	Plcb3	Asah1	Taf2	
Reep5	Xrcc3	Arsa	Tmem117	
Rps6-ps2	Sestd1		Rpl19	
Casp9	Mrps31	Sesn2	Psmc5	
Fam171b	Grm8	Wipf3	BC020535	
Samm50	Psmd12	Nos1ap	Dnaic2	
Phyhip	Gabpb2	Cirh1a	Rhob	
Rpe	Smpd3	Unc13a	Ndufb7	
Lig3	Gltp	Trim8	S100a13	
March8	Ppp1r8	Dlgap3	Nme1	
Bbs12	Samd1	Atxn7l3	Fmnl1	
Snrpd1		Palmd	Pacs2	
Dcaf13	Phf14	Ezh1		
	Pcbd1	Tjp1	Gmnn	
Gpr125		Wdtc1	Abcb1b	
Plaur	Glyr1	Pcgf5	Sfrp1	
Gm14496	Aif1l	Rps27a	Hap1	
Grip1	Pik3r1	Sbf1	Arntl2	
Srd5a1	Tnfrsf19	Gm606	Anapc10	
D10Wsu52e	Ppip5k1	Folh1	Gstp2	
Nr2f1	Inppl1	Cdh11	Prok2	
Creg2	Tmem97	Atf2	Itm2b	
Tbxa2r	Taf9	Phyhip	Stac3	
Pin4	Hsd17b7	Clps	Prex2	
C030046E11Rik	Dpf1	Hadha	Stk17b	
BC017647	Dusp26	Bzw2	Ube2v2	
Sgtb	Smap2	Fbxo42	Ifi203	
Cry1	Grcc10	Hsp90aa1	Spcs3	
Kif21b	Spata2	Kcnip3	Ints9	
Pfkm	Fstl1		D330028D13Rik	
Ubxn1	Gabra3	Rasa1	A130022J15Rik	
Hspb8	Klhl4	C230096C10Rik	Prdx5	
Uqcc	Zfpm1	Mark4	Med8	
Camta1	Ubr7	Wdr6	Baiap2l1	
Cntnap2	Bean1	Wars	Dedd	
Hic2	Idh1	Ppip5k2	Gm5868	
Pik3cb	Prpf19	Gm5595	Rtn4rl1	
Relt	Tshz3	Hip1	Mapk14	
Ddah1	Lix1	Rnasek	Capza1	
Aph1b	Ndel1	Dcaf7	Akr1b10	
Wdr48	Prkcsh	Gosr1	Tbca	
Csrp2bp	Hnrnpa0	Tspan5	Ncf4	
Smg7	Akirin1	Rpl23a-ps1	Zbtb5	
Polr3g	Ahcy	Atp6v1c2	Zc3h15	
Bnip3	Arfip2	Mrpl46		
Syne2	Cc2d1a	Ctsl	Serinc2	
Meox1	Alg10b	Sfxn3	Dlat	
	Slc1a4	Scarb1	Lekr1	
Vcl	Neo1	Ascc1	Lrtm2	
Uap1	Rpusd3	Actn2		
Slc26a11	Tgfa	Pak1ip1	Bmpr1b	
Rnf8	Flrt3	Ap2m1	Gsg1l	
Snx25	Cxadr	Chst2	Srsf12	
Rpl30	Sh3d19	Wnt9b	Serpine2	
Pip5kl1	Heatr7a	Rdm1	Spast	
Rps10	Krt9	Tmem33	Top3a	
Dock1	Hmgn2	Epha7	March9	
	Dars	Shank2	Ppp1r14b	
Cpne4	Nfs1	Maml3	Fbxo33	
Triobp	C330005M16Rik	Ky	Lsp1	
	Erh	Kif5a	Ache	
Bax	Sat2	Magoh	Shisa4	
Lmf1	Nsf	Dcc	P2ry13	
Gck	Pgs1	Fbxo8	Cyp2u1	
Lsm14b	Sra1	Mocs2	Fastk	
D17Wsu92e	Rbp4		Phkb	
	Eftud2	Ngrn	Arid1b	
Rfk	Nt5m	Pecr	Prim1	
Il10ra	Trappc5	Cog4	Dgkz	
Hecw1	Cdk4	Hyal2		
Fbxo41	Rae1	Tmem45a	Vps8	
Sipa1l2	Plin3	Fem1b	Cd1d1	
Rbx1	Rcbtb1	Zcchc18	Sfxn5	
Klf7		Atp1a3	Grcc10	
Nme1	Ano6	Ccdc115	Rock2	
Rora	Tlr12	Nubp1	AA408296	
Dctn2	Rpl17	Usp11	Amigo2	
Rrp1	Ankfy1	Foxi1	Als2	
Lsmd1	Efna1	Gm4978	Tnfrsf11b	
Hist3h2a	Ttll11	Golph3	Rnf115	
Hp	Arid1b	Rpl30	Scarb2	
Lrp6	Sf3b3	Fam171a1	6330403A02Rik	
Cttn	Pigk	Nrbf2	Klc3	
Atp6v1c1	Thnsl2	Mrpl40	A830080D01Rik	
Baz2a	Ppp1r14c	Pnmal2	Tspan5	
Fndc3b	Grhl3	Agfg1	Gm5316	
Lphn1	1810020D17Rik	Fam96a	Dpm2	
Slc28a1	Fam100a	9230105E10Rik	Lhfp	
Nsf		Csnk1e	Atp6v1h	
Mctp1	Bai3	Fbxo9	Cspg4	
Dync1li2	Rb1cc1	Dcbld2	Tnfrsf13b	
Cspg4	Aprt	Nol4		
B630019K06Rik	Gm16477	Pclo	Cep63	
Ascl2	Dhx9	Dgkz	Npm1	
C530028O21Rik	Abcg4	Cwf19l2	Actn2	
Pgap2	Rac1	Lrp11		
Mfap4	Slc39a4	Vps8	Ccbl1	
Acot8	Slco4a1	Ctnnb1	Dcbld2	
Thoc6	Zscan22	Acaa2	Ergic3	
Ddah2	Sgca	Naa10	Sh3d19	
Srebf1	Cdkl4	Taf13	Nkiras1	
Agfg1	Lrrc8b	Lin28b	Gm22	
Hrsp12	Srsf12	Lcp1		
Zfp637	Hnrnpa1	Gm11127	Nt5m	
Plekho1	Stxbp1	Fmnl1	Pcbd1	
1810020D17Rik	Pcnp	B630019K06Rik	Fbxo2	
Peci	Ykt6	Rpusd3	Tacr2	
Prss12	Yipf1	Tnfrsf11b	Nubp1	
Lix1	Gmeb2	Ppard	Plcb1	
Ankrd56	Wwc1	Wif1	Map3k14	
Tmem101	Sp110	Ubr7	Mllt6	
Pip5k1c	Ablim1	Zfp618	2610002I17Rik	
Rnf157	Trim33	Ostf1	Apex1	
	Sln	Relb	Adhfe1	
Rngtt	Zbtb9	Safb	Dysf	
Rpl36	Anapc11	BC005537		
Thbs3	Chmp7	6330503K22Rik	Dctn3	
Rasgrf1	Palld	Bzw1		
	1110002N22Rik	Rpl34	Mtf2	
Zfp251	Cdc16	Cntn4	LOC100134990	
Ippk	Pccb	Pes1	1500032L24Rik	
Clcn2	Apln	Psmc3		
			Rab42-ps	
Vax2	Pgr	Stmn4	Il15ra	
Atf5	Anapc16	Mtf2	Speg	
Cdc16	Mapk7	Gm5640	Nek6	
Umodl1	Eif1b	Mboat7	Gtf3c5	
Zxdc	Tsc1	Cox6b2	Zfp830	
Klf16	Tceal8	Rapgef6	Wnt9b	
Pias4	Mrpl46	Tbca	Gm11127	
Cd99l2	Mff	Cap2	Myo9a	
Bst2	Hip1	Plekho1	1810020D17Rik	
Ranbp3	Pgrmc1	Cenpq	Xpr1	
Htra1	Spdef	Nrip3	Dcc	
Gm5341	Pcsk6	Sirt3	Gtf2h4	
Ywhag	Srek1ip1	Mbip	C1qc	
Actn1	Actb	Zfpm1	Prdm11	
Dda1	Dyx1c1		Sccpdh	
Rmnd1	Msh2	Hist4h4	Cox6b2	
Ppm1m	Krtap4-8	Ccdc86	Ppm1f	
Gm5506	2310028O11Rik	St3gal6	1700073E17Rik	
Gabpb2	Cd81	Itgam	Pcgf1	
Rbpjl	Commd2	Mast2	Akap17b	
Zc4h2	Dach1	Tubb5	Pdpn	
Tmem62	Gm9790	Syt3	Wipf3	
Epha8	Slc30a3	C77370	Net1	
	Stat3		Cdkn3	
Il18	D2hgdh	Zfp78	6720456B07Rik	
Bzw1	Git1	Jak2	Gltp	
Hmgb2	Casq2	BC003331	Pnma1	
Spef2	Dcbld2	Abat	Prpf19	
Phf13	Lpgat1	Nsf	Hcn3	
Gm8054	Mov10	Sgsm1	Bud31	
4930404H24Rik	Sh3bp1		Nudt1	
Spsb3	Arpc5	Fxyd7	Tpp1	
Tut1	Map4k2	Usp20	Mdga1	
Timm8a1	Omp	Trp53	Gm15450	
Gm9776	Mctp2	Rpl36a	Me3	
Rab3a	Siva1	Zfyve19	Pgm2l1	
Gabpa	Npas2	Brms1l	Ndufb8	
Wwtr1	Ccne1	1810006K21Rik	Cdh11	
	Shisa4	Rps12	Gm606	
Psmd8	Trp53bp2	Igf1r	Brsk2	
Ankrd27	Pts	2410016O06Rik	Kcna3	
Kctd10	Adra1a	Map3k5	Zfpm1	
Helq	Rps6	Tnfrsf19		
Calb1	Nsa2	Agfg2		
	Ncbp2	Cadps2	Pde9a	
Stub1	Plekhg3	Zmynd12	Klf13	
Mtap6	5330417C22Rik	Atp8a2	Traf1	
Lage3	5830454E08Rik	Lsr	Dclk1	
Rpl9	Mterfd2	Hmox1	Synpo	
Ano2	Tnfrsf9	Htr2a	Magi2	
Cat	Dusp10	Fzd8	Pacsin3	
Mtmr7	Smc4	Zfp446	Plxnb1	
Kctd12b	Dlk2	Poc1a	Lix1	
Gtpbp6	1110065P20Rik	Pak6	Fosb	
Asns	Chid1	Zfp598	Tmem106b	
Mgat4a	2610029G23Rik	LOC668917	Pmpcb	
Pex11a	Snx1	Irf2	H2afj	
Galnt2	Cirh1a	Myo18a	Itgb7	
1190002H23Rik	Ache	1700073E17Rik	Diras2	
Tmem55b	U2af1	Kcnk9	Hax1	
Rarb	Ppapdc1b	Fryl	Grin2d	
Gm1006	Dclk1	Zfc3h1	Cux1	
Sv2b	Ahcy	Syt1	Bex2	
Ccnf	Rgs8	Ufm1	Wdr41	
Svil	Nampt	Sln	Ppapdc1b	
Pex6	Cdk5rap1	Asxl2	Ahcy	
Gng2	Ifi203		Tcf4	
Kcnq3	Tmem115	Ppap2c	Fam69a	
Ube2v1	Epb4.1l4b	Armc6	Rfc4	
Ano8	Zfp473	Tmem141	Slc9a1	
Ndufb3	Polr2a			
Kctd15	Amigo2	4933439C10Rik	Plat	
Wtip	1700073E17Rik	Slc6a17	Ndufs7	
Scn4b	Tmem134		F3	
H3f3b	Ybx2	Rnf6	Oprk1	
BC028528	Mbip	Dido1	Smc4	
Dok5	Ing4	Fam129a	Dgki	
Grik5	Top3a	Ankfy1	Rps15a	
Nipal3	Dffa	Cacng6	Helq	
Uqcr10	Nfil3	Parp14	Rab9	
Fzr1	Trappc10	Itsn1	Cacng7	
Trim3	Hdgfrp2	Msh2	Mbnl2	
Pofut1	Npy	Uxs1	U2af1	
	Cat	Vcam1	Cenpq	
Sgpl1	Eif3k	Nme6	C85492	
Rangap1	Dgki	Cdkn3	Ogfr	
Rragc		Senp6	Glrx3	
Poldip3	Aurkaip1	Kcnk6	Ogt	
Svop	Klhl26	Cir1	Sf3b4	
Spna2	Pdlim4	Uqcr11	Ppp2ca	
Golga3	Syt3	Ppfia3		
H2-M3	Trmt112	Spryd4	Sys1	
Scamp5	Tmem41b	Mrpl38	Ip6k1	
Gnpat	Kcnmb2	Rnf115	Lor	
	Abcb9	Dyx1c1	Panx1	
Ccl25	Prdm1	Idua	Fryl	
C77370	Fbxo9	Htr2c	Rabac1	
Cpxm1	Nr1h3	Cep63	Atr	
Trove2		Atf4	Serpinb8	
Fgd2	Eif4a2	Adpgk	Pak1ip1	
Tomm40	Gm9104	Rps24-ps2	Asl	
S100a13	Minpp1	Acvr2a	Cdk4	
Ctr9	Kctd15	Klhl4	1110065P20Rik	
Slc11a1	Trim67	Sf3b4	Bsn	
H2-DMa	Creg2	Pitx3	Spns1	
Hist1h2aa	Aif1	Zscan22	2210012G02Rik	
Rrbp1	Ndrg2	Polr2e	Eif1a	
Scn3a	ND4	Sqrdl	Plcb3	
Nek3	Abl2		Slc39a2	
Khsrp	Gpr39	Psmd7	Mdp1	
Mrpl51	Acta1	Zdhhc9	St7	
Cdkn3	Pldn	Pip4k2b	Pex12	
Kcnmb2	Gm13157	Lgi4	Rdh14	
Zfx	Nek3	A2ld1	Arpc5	
Pkm2	Lman2l	Nt5m	Gria2	
Hgsnat	Lrrc8a	H2-Q10	Ccnyl1	
Nudt1	Cyth1	Pgrmc1	Emx2	
Ttc13	Sbno1	Snap23	Rhpn2	
Stau1	Cacng6		Pdlim2	
1600002H07Rik	Gm9104	Glod4	Mapk1	
Cdc14a	Dus4l	Gpr133	Idua	
Nkap	Col23a1	Tmem117	Slc39a4	
Cspg5	Ormdl3	Als2	Taf11	
Fam195b	Rell1	Slc25a23	Pnma3	
Zfhx4	1810006K21Rik	Dhx34	Rnd1	
	Nav2	Ccne1	Hras1	
Zbtb22	Ppm1f		3110040N11Rik	
Ramp1	Lin28b	Vcl	Pdk3	
Rpl37a	Atp6v1h	Gm5239		
Prkd3	2810453I06Rik		Klhdc8b	
Trpm3	Msx1	Ccna1	Sez6	
Cox5b	Eif3e	Tmem210	Rps10	
Tlr7	Trp53rk	Pde7b	Kcnq5	
Ybx1	Zcchc18	Ralbp1	Gm4978	
Ndrg2	Ip6k1	Sft2d2	Pex6	
Bean1	Bbs9	Xdh	Gja1	
Prkcz	Rilpl1	Sestd1	Ada	
Akirin1	Mtmr6	Vamp2	Nmbr	
Selenbp1	Cntn6	Rpl11		
Ift80	Sub1		Lemd2	
Cacng7	Ddx41	Ctdnep1	Amfr	
Calm2	Cdkn3	Rpl22l1		
Smap1	Parp14	Fstl1	Pvalb	
Kcnj6	Srebf2	Mat2b	Spnb3	
Syt5	Mdp1	Dnahc2	Sim2	
Ppapdc1a	Neurl2	Gm2a	Nsun7	
	Cep63	Sdcbp2	Serpina11	
Fank1	Rpl21-ps5	Bcap31	Kifc3	
Btf3	Eif4e	Mrpl17	Nr5a1	
Adc	Eif2ak2	Xirp1	Arhgef12	
Map3k15	Kcnj9	Prdx5		
Meis1	Exosc4	Macf1	Rpl10a	
Jkamp	Ift172		1810006K21Rik	
2810453I06Rik	Nr2f1	Pomc	3110062M04Rik	
Polr2k	Cd276	Trp53rk	2610039C10Rik	
Ciao1	Suv39h2	Hemk1	Ube2v1	
Prdx6	Akt3	Cux1	Sync	
Nol7	Sgpp2	Bop1	Eif3e	
Fbxo36	Nme2	Setd5	Zfp521	
Myl6b	Sfrs18	Spata2	Mcoln1	
Asah1	St7		Slc29a2	
Pigv	3110062M04Rik	Chrna1	Acsl4	
Tinf2	Pofut1	Traf4	Inppl1	
Eml2	Rps5	Rps27	Pnmal2	
Hdac3	2610035D17Rik	Six4	Mocs2	
	Ddit4	Rhobtb3	Zfp937	
Pvrl4	Prrt2	Pik3cb	Figf	
Rnf135	Ascc1	Myl2	Cand1	
Mcm7	Elmod1	Itpk1	Erh	
	Apoc3	Serpini1	Aprt	
Mtrr	Padi1	Tgfb1i1	Arhgap10	
Map3k3	Rdm1	1700010I14Rik	Tnfrsf19	
Rapgef6	Zfp277	Robld3	Gabrb3	
	Decr2	Pde9a	Tmem45a	
	Zfp423	Gxylt1	Unc79	
Sntg1	Psmc3ip	Ogt	Kctd15	
Fbxo45	Rap1gap	Speg	Amz2	
Smpd2	Gm12034	ND5	Msh2	
Phf14	Fam125b	1500032L24Rik	Bhlhe40	
Fbxw11		Atp6v0d1	Kras	
Cdc34	Myl3	Lix1	Wwc1	
Slitrk1	Car4	Gm7935	Lrfn5	
4833442J19Rik	Fam134b	Fads2	Ndn	
Grm7	Stard3	Recql	Ngb	
F3	Slc1a3	Terf2ip	Pdcd10	
Cbr3	Glt25d1	Cul7	R74862	
Cln8	Prpf6	Trappc6a	Epn2	
Cdh10	Hmgn5	Slc1a4	Atp6ap2	
Msln	Unc79	Nmbr	Mtrr	
Ano6	Msto1	Neurl2	Rbbp9	
Myl2	Tomm40l	Csnk2a2	Neurl2	
Fxyd7	Gpr125	Nkain1	Ube2s	
Uba52	Rnf113a1	Hexim2	Ctnnb1	
Ak5	Hspb11	Sema4f	Cd5	
Pvr	Lcp1	Cyb5		
Cd38	Fars2	Trmt112	Eapp	
Hmgb1	Ncaph	Cited1	Shroom1	
Aldh5a1	Slc35d3	Pde10a	Gpx4	
Vps4a	Cand2	Tceal8		
Cntfr	Cel	Gm71	Orc3	
Narg2			Kif22	
Tmem107	Uqcr11	Cacnb3	Wnt11	
Cpne8	Evc	Ms4a7	Urod	
Gls	Fbxo42	Taf11	Mboat7	
Mia1	Klhl21	Mtpap	Trim33	
Rpl11	Arhgef40	Rell1	Rpl36a	
Acadl		Zfp521	Tmem141	
Otud7a		Obfc2a	Ndufa11	
Mrpl27	Adamts17	2610029G23Rik	9230105E10Rik	
Traf3ip3	Ercc5		Epb4.9	
Pou6f2	Psmb2	Tbc1d8b	Gm561	
Smek2	Dok6	Aldh1b1	BC056474	
Mmp14	Fam149b	Triap1	Gng2	
Ndufb8		Ppp1r14c	Hadha	
Suox	Cttn	Bcl6	Ctr9	
Rbfox3	Ghr	Tceal3	Arx	
Fmnl1	Fbln2	Pex12		
Fam120c	D330045A20Rik	Arid1b	Erlin2	
A430078G23Rik	Scand1	Ranbp3	Plekhg3	
Amigo1	Acly	Ormdl3		
Odz1	BC056474	Orc3	Eya1	
Hsdl2	Rnasek	Ash1l	Il27	
Rpl7a	Katnal1	Grik3	Cttn	
H3f3a	Prss23	Me2	Ipmk	
Ppp1r1b	Rpl21-ps4	Mkl1	4833422C13Rik	
Cldn5	Mtrf1	Serpina3b	Stat3	
Mff	Anp32b	Esrrg	Wipf1	
Gart	Fam3a	Hs3st1	Grb7	
	Sik2	Cdkl4	Gm5239	
Pkmyt1	Dcc	Pdcd10		
Rpl31	Arhgef15	Mtrr	Slc16a7	
	Atp6v0d1	Abca1	Lyl1	
Rhpn2	Zfp956	Sgk3	Kif17	
Cyp26b1	Ndufb8	Armc5	Glod4	
1810030N24Rik	Tubgcp4	Aldh9a1		
Rps24-ps2	Ldlrad3	Ttc33	Nol4	
Cd93	Acot10	Bai2	Bzw1	
Ripk3	2010305A19Rik	Sgca	Tlk2	
Pgk1	Dpp3	Gsg1l		
Tor1b	Wbp1	Arpc5	Ndufb9	
Coro2a	Polr2e	Casp6	Ahcy	
Ngf	Vcam1	Psmc3ip	Dnm2	
Gm10094		Rdh14	Rras2	
Kcnma1	Tbc1d15	Padi1	Sln	
		Rarb	Ly6k	
Sema6a	Hpca	4931406P16Rik		
Zmym6	Glrx3	9630033F20Rik	Rer1	
Eif3m	Glod4		Gosr1	
Mrpl52	Fgf22	Cd1d1	Slc25a23	
Fam176a	Rint1	Arap3	Hspb11	
Eaf2	Acsl4	Sra1		
Sssca1	A830080D01Rik	Edc4	Grik3	
	Tgm3	Zfp473	Taf10	
1110008J03Rik		BC020535	Slc25a47	
Plcg2	Prdx5		Ms4a7	
Ptger1	Vps54	Agpat5	Fam45a	
Slc30a6	Ywhaq	Samd1	Chid1	
Fam160b1	Trim25	St7	Rpl21-ps4	
Ablim1	Fam160b1	Layn	2700081O15Rik	
Dmap1	Mapk14	Fam69a	Insig2	
